z_l1,z_l2,z_fiber,coupling,accepted,lens1,lens2,f1_mm,f2_mm,total_len_mm
5.433333333333333,69.9,100.0,0.3453333333333333,[ True  True  True ...  True  True False],89-412,LA4966,15.0,30.1,100.0
5.433333333333333,69.9,100.0,0.32916666666666666,[False False False ... False False  True],89-412,LA4936,15.0,30.1,100.0
5.433333333333333,69.7,99.7,0.31866666666666665,[ True  True False ...  True False  True],89-412,48-025,15.0,30.0,99.7
5.433333333333333,69.7,99.7,0.311,[False False False ... False False False],89-412,84-278,15.0,30.0,99.7
5.433333333333333,122.19999999999999,167.2,0.309,[False False False ... False  True  True],89-412,84-279,15.0,45.0,167.2
6.499999999999999,104.7,134.7,0.30783333333333335,[False  True  True ...  True False False],89-412,49-959,15.0,30.0,134.7
5.433333333333333,153.7,207.7,0.30683333333333335,[False False False ... False  True False],89-412,36-688,15.0,54.0,207.7
5.433333333333333,55.53333333333333,80.53333333333333,0.30483333333333335,[ True False False ... False False False],89-412,36-683,15.0,25.0,80.53333333333333
6.499999999999999,53.25000000000001,73.35000000000001,0.3006666666666667,[False False False ...  True False False],89-412,LA4647,15.0,20.1,73.35000000000001
9.7,99.7,129.7,0.29933333333333334,[False False False ... False False False],89-413,LA4021,20.0,30.0,129.7
6.499999999999999,130.03333333333333,168.03333333333333,0.2985,[False  True False ... False False False],89-412,48-273,15.0,38.0,168.03333333333333
6.499999999999999,80.53333333333333,105.53333333333333,0.298,[False  True  True ... False  True  True],89-412,48-024,15.0,25.0,105.53333333333333
6.499999999999999,104.7,134.7,0.29783333333333334,[False  True False ... False False False],89-412,LA4021,15.0,30.0,134.7
6.499999999999999,84.7,109.7,0.2956666666666667,[False  True False ... False  True False],89-412,84-277,15.0,25.0,109.7
6.499999999999999,84.7,109.7,0.2921666666666667,[ True False False ... False  True False],89-412,LA4002,15.0,25.0,109.7
5.433333333333333,179.7,239.7,0.29083333333333333,[False False False ...  True False  True],89-412,LA4042,15.0,60.0,239.7
6.499999999999999,199.7,259.7,0.28,[False False  True ... False  True  True],89-412,LA4022,15.0,60.0,259.7
6.499999999999999,189.7,249.7,0.2786666666666667,[False False False ... False False  True],89-412,49-963,15.0,60.0,249.7
6.499999999999999,199.7,259.7,0.2783333333333333,[False False False ... False  True False],89-412,84-283,15.0,60.0,259.7
9.7,22.2,47.2,0.277,[False False False ...  True False  True],89-413,LA4002,20.0,25.0,47.2
6.499999999999999,189.7,249.7,0.2765,[False False False ... False  True  True],89-412,48-670,15.0,60.0,249.7
6.499999999999999,189.7,249.7,0.2758333333333333,[False False False ... False False False],89-412,84-280,15.0,60.0,249.7
9.7,92.03333333333333,130.03333333333333,0.273,[False False False ... False False False],89-413,48-273,20.0,38.0,130.03333333333333
9.7,44.7,74.7,0.2693333333333333,[False False  True ... False False  True],89-413,49-959,20.0,30.0,74.7
6.499999999999999,55.53333333333333,80.53333333333333,0.269,[ True False False ... False  True False],89-412,89-414,15.0,25.0,80.53333333333333
8.008333333333333,144.7,198.7,0.2658333333333333,[False False  True ... False  True False],89-413,36-688,20.0,54.0,198.7
6.499999999999999,55.53333333333333,80.53333333333333,0.26416666666666666,[ True False False ... False False  True],48-664,89-414,15.0,25.0,80.53333333333333
9.7,179.7,239.7,0.2638333333333333,[False False False ... False  True False],89-413,48-670,20.0,60.0,239.7
6.499999999999999,46.550000000000004,66.65,0.2625,[ True False  True ... False  True False],89-412,LA4194,15.0,20.1,66.65
9.7,13.866666666666665,38.86666666666667,0.2618333333333333,[False False  True ... False False False],89-413,48-024,20.0,25.0,38.86666666666667
9.7,13.866666666666665,38.86666666666667,0.25983333333333336,[ True  True  True ... False False  True],89-413,84-277,20.0,25.0,38.86666666666667
9.7,29.766666666666662,59.86666666666666,0.25766666666666665,[False False  True ... False False  True],89-413,LA4936,20.0,30.1,59.86666666666666
