z_l1,z_l2,z_fiber,coupling,accepted,lens1,lens2,f1_mm,f2_mm,total_len_mm
9.7,189.7,249.7,0.3065,[False  True False ... False False False],36-681,48-670,22.0,60.0,249.7
9.7,99.7,129.7,0.30033333333333334,[ True False False ... False False  True],36-682,LA4021,20.0,30.0,129.7
9.7,189.7,249.7,0.2976666666666667,[ True False False ... False  True False],36-681,LA4022,22.0,60.0,249.7
8.008333333333333,144.7,198.7,0.2931666666666667,[False False  True ... False False False],36-682,36-688,20.0,54.0,198.7
9.7,92.03333333333333,130.03333333333333,0.2795,[False False False ... False False False],36-682,48-273,20.0,38.0,130.03333333333333
9.7,189.7,249.7,0.2786666666666667,[False  True False ... False  True False],36-681,84-283,22.0,60.0,249.7
9.7,44.7,74.7,0.271,[ True False False ... False False False],36-682,49-959,20.0,30.0,74.7
9.7,189.7,249.7,0.2633333333333333,[False False False ... False False  True],36-682,84-283,20.0,60.0,249.7
9.7,22.2,47.2,0.2605,[ True False  True ...  True  True False],36-682,84-277,20.0,25.0,47.2
9.7,13.866666666666665,38.86666666666667,0.26,[False  True False ...  True  True False],36-682,48-024,20.0,25.0,38.86666666666667
9.7,107.2,152.2,0.2595,[ True  True  True ... False False False],36-682,84-279,20.0,45.0,152.2
9.7,34.7,64.7,0.259,[False False False ... False False  True],36-682,84-278,20.0,30.0,64.7
9.7,179.7,239.7,0.2585,[False False False ... False False False],36-682,LA4022,20.0,60.0,239.7
9.7,179.7,239.7,0.25816666666666666,[ True  True False ... False False False],36-682,48-670,20.0,60.0,239.7
9.7,22.2,47.2,0.258,[False False False ...  True False False],36-682,LA4002,20.0,25.0,47.2
9.7,169.7,229.7,0.25416666666666665,[False  True  True ... False False  True],36-682,LA4042,20.0,60.0,229.7
9.7,29.700000000000003,59.7,0.25366666666666665,[False  True False ... False  True False],36-682,48-025,20.0,30.0,59.7
9.7,169.7,229.7,0.24933333333333332,[ True False False ... False False False],36-682,84-280,20.0,60.0,229.7
9.7,24.75,54.85,0.2465,[False False  True ...  True False False],36-682,LA4966,20.0,30.1,54.85
11.641666666666666,74.7,104.7,0.2465,[False  True False ...  True False False],36-681,LA4021,22.0,30.0,104.7
9.7,13.866666666666665,38.86666666666667,0.24616666666666667,[ True False False ... False False  True],36-682,36-683,20.0,25.0,38.86666666666667
9.7,169.7,229.7,0.24416666666666667,[ True  True False ... False False False],36-682,49-963,20.0,60.0,229.7
9.7,34.78333333333333,64.88333333333333,0.244,[ True False False ... False False  True],36-682,LA4936,20.0,30.1,64.88333333333333
9.7,22.2,47.2,0.2375,[False False False ... False False False],36-682,89-414,20.0,25.0,47.2
8.008333333333333,18.7,36.7,0.23283333333333334,[False False False ... False False False],36-682,45-692,20.0,18.0,36.7
8.008333333333333,26.449999999999996,46.55,0.2275,[False False False ... False False  True],36-682,LA4194,20.0,20.1,46.55
9.7,13.049999999999999,33.15,0.21866666666666668,[ True False False ... False False False],36-682,LA4647,20.0,20.1,33.15
8.008333333333333,21.7,39.7,0.21083333333333334,[False False False ... False False False],36-682,45-694,20.0,18.0,39.7
22.275,39.13333333333333,77.13333333333333,0.1955,[False  True False ... False False False],48-026,48-273,40.0,38.0,77.13333333333333
22.275,128.08333333333334,188.08333333333334,0.19366666666666665,[False  True False ... False False False],48-026,48-670,40.0,60.0,188.08333333333334
22.275,90.08333333333334,144.08333333333334,0.1895,[False  True False ... False False False],48-026,36-688,40.0,54.0,144.08333333333334
22.275,128.08333333333334,188.08333333333334,0.18616666666666667,[False False False ... False False False],48-026,LA4022,40.0,60.0,188.08333333333334
9.7,12.7,30.7,0.186,[False False  True ... False False False],36-682,48-668,20.0,18.0,30.7
6.3166666666666655,11.7,23.7,0.182,[False False False ... False False False],36-682,45-691,20.0,12.0,23.7
22.275,138.08333333333334,198.08333333333334,0.18133333333333335,[ True False False ... False False False],48-026,84-283,40.0,60.0,198.08333333333334
22.275,118.08333333333334,178.08333333333334,0.18083333333333335,[ True False False ... False False False],48-026,84-280,40.0,60.0,178.08333333333334
6.3166666666666655,11.7,23.7,0.17816666666666667,[False False False ... False False False],36-682,70-888,20.0,12.0,23.7
22.275,118.08333333333334,178.08333333333334,0.1765,[False  True  True ... False  True False],48-026,49-963,40.0,60.0,178.08333333333334
22.275,118.08333333333334,178.08333333333334,0.17066666666666666,[False False False ... False False False],48-026,LA4042,40.0,60.0,178.08333333333334
11.391666666666666,203.71666666666667,263.9166666666667,0.16716666666666666,[False False False ... False  True  True],36-682,LA4464,20.0,60.2,263.9166666666667
22.275,398.0833333333333,518.0833333333333,0.166,[ True  True False ... False  True False],48-026,84-285,40.0,120.0,518.0833333333333
8.008333333333333,11.95,25.45,0.158,[False False False ... False False False],36-682,45-693,20.0,13.5,25.45
22.275,85.58333333333334,130.58333333333334,0.15516666666666667,[False False  True ...  True  True False],48-026,84-279,40.0,45.0,130.58333333333334
6.3166666666666655,9.7,19.7,0.14833333333333334,[False False  True ... False False False],36-682,LA4280,20.0,10.0,19.7
6.3166666666666655,9.7,19.7,0.14583333333333334,[False False False ... False False  True],36-682,LA4249,20.0,10.0,19.7
8.008333333333333,11.7,23.7,0.13716666666666666,[False False False ... False False False],36-682,48-666,20.0,12.0,23.7
6.3166666666666655,9.7,19.7,0.1365,[False  True False ... False False  True],36-682,89-411,20.0,10.0,19.7
22.275,33.08333333333333,63.08333333333333,0.13616666666666666,[ True False False ... False False False],48-026,48-025,40.0,30.0,63.08333333333333
4.624999999999999,8.366666666666667,16.366666666666667,0.136,[False False False ... False False False],36-682,70-886,20.0,8.0,16.366666666666667
22.275,26.46666666666667,56.46666666666667,0.13366666666666666,[False False  True ...  True False False],48-026,49-959,40.0,30.0,56.46666666666667
22.275,36.46666666666667,66.46666666666667,0.13366666666666666,[False False  True ... False False False],48-026,LA4021,40.0,30.0,66.46666666666667
13.583333333333332,164.08333333333334,224.28333333333336,0.132,[False False False ... False False False],36-681,LA4464,22.0,60.2,224.28333333333336
22.275,33.13333333333334,63.23333333333334,0.12966666666666668,[ True False False ... False False False],48-026,LA4966,40.0,30.1,63.23333333333334
22.275,33.13333333333334,63.23333333333334,0.1265,[False False False ... False False  True],48-026,LA4936,40.0,30.1,63.23333333333334
18.083333333333332,522.3,697.3,0.126,[False False False ... False False False],48-026,LA4034,40.0,175.0,697.3
22.275,197.0333333333333,257.2333333333333,0.124,[False False False ...  True False  True],48-026,LA4464,40.0,60.2,257.2333333333333
18.083333333333332,34.75,59.75,0.11766666666666667,[False False False ... False False False],48-026,36-683,40.0,25.0,59.75
22.275,43.08333333333333,73.08333333333333,0.11433333333333333,[False False False ... False False False],48-026,84-278,40.0,30.0,73.08333333333333
18.083333333333332,21.433333333333334,41.53333333333333,0.11283333333333333,[False False False ... False False  True],48-026,LA4194,40.0,20.1,41.53333333333333
18.083333333333332,38.91666666666666,63.91666666666666,0.1125,[False False False ...  True False False],48-026,84-277,40.0,25.0,63.91666666666666
11.391666666666666,313.0833333333333,433.0833333333333,0.11166666666666666,[False False False ... False  True False],36-682,84-285,20.0,120.0,433.0833333333333
18.083333333333332,26.416666666666664,51.416666666666664,0.11133333333333334,[False False False ... False False False],48-026,89-414,40.0,25.0,51.416666666666664
13.583333333333332,451.0833333333333,626.0833333333333,0.11,[ True False False ... False False False],36-681,LA4034,22.0,175.0,626.0833333333333
13.583333333333332,153.58333333333331,273.5833333333333,0.107,[False False False ... False False False],36-681,84-285,22.0,120.0,273.5833333333333
18.083333333333332,38.916666666666664,63.916666666666664,0.1065,[False False False ... False False  True],48-026,48-024,40.0,25.0,63.916666666666664
18.083333333333332,21.433333333333334,41.53333333333333,0.10516666666666667,[False  True False ... False False False],48-026,LA4647,40.0,20.1,41.53333333333333
18.083333333333332,38.916666666666664,63.916666666666664,0.105,[False False False ... False  True False],48-026,LA4002,40.0,25.0,63.916666666666664
26.466666666666665,405.6333333333333,580.6333333333333,0.0965,[False  True False ... False False  True],48-026,48-279,40.0,175.0,580.6333333333333
13.583333333333332,421.91666666666663,596.9166666666666,0.096,[ True False  True ... False False False],36-681,48-279,22.0,175.0,596.9166666666666
13.233333333333333,16.450000000000003,29.950000000000003,0.09183333333333334,[False False False ... False False False],48-026,45-693,40.0,13.5,29.950000000000003
26.466666666666665,376.4666666666667,551.4666666666667,0.08983333333333333,[False False False ... False False False],48-026,LA4005,40.0,175.0,551.4666666666667
13.891666666666666,27.08333333333333,45.08333333333333,0.08966666666666667,[False False False ... False False False],48-026,45-692,40.0,18.0,45.08333333333333
