z_l1,z_l2,z_fiber,coupling,accepted,lens1,lens2,f1_mm,f2_mm,total_len_mm
9.924999999999999,15.700000000000001,27.700000000000003,0.08916666666666667,[False False False ... False False False],48-026,70-888,40.0,12.0,27.700000000000003
6.616666666666666,9.7,17.7,0.08233333333333333,[False False False ...  True False False],48-026,70-886,40.0,8.0,17.7
2.9333333333333327,8.7,14.7,0.07933333333333334,[False False  True ... False False False],36-682,70-883,20.0,6.0,14.7
2.9333333333333327,8.7,14.7,0.07883333333333334,[False False False ... False False False],36-682,LA4036,20.0,6.0,14.7
2.9333333333333327,8.7,14.7,0.07866666666666666,[False False False ... False False False],36-682,LA4026,20.0,6.0,14.7
2.9333333333333327,8.7,14.7,0.07816666666666666,[False False False ... False False False],36-682,70-884,20.0,6.0,14.7
13.891666666666666,30.08333333333333,48.08333333333333,0.07666666666666666,[False False False ... False False False],48-026,45-694,40.0,18.0,48.08333333333333
9.924999999999999,13.033333333333331,23.03333333333333,0.075,[False False False ... False False False],48-026,LA4280,40.0,10.0,23.03333333333333
9.924999999999999,13.033333333333331,23.03333333333333,0.074,[False False False ... False False False],48-026,89-411,40.0,10.0,23.03333333333333
9.924999999999999,17.7,29.7,0.074,[False False  True ... False False False],48-026,45-691,40.0,12.0,29.7
9.924999999999999,13.033333333333331,23.03333333333333,0.07216666666666667,[False False False ... False  True False],48-026,LA4249,40.0,10.0,23.03333333333333
18.083333333333332,24.08333333333333,42.08333333333333,0.0715,[False False  True ... False False False],48-026,48-668,40.0,18.0,42.08333333333333
11.391666666666666,508.9166666666667,683.9166666666667,0.066,[ True False False ... False False False],36-682,LA4034,20.0,175.0,683.9166666666667
13.233333333333333,17.700000000000003,29.700000000000003,0.0655,[False False False ... False False False],48-026,48-666,40.0,12.0,29.700000000000003
3.9333333333333327,10.7,16.7,0.0585,[False False False ... False False False],48-668,LA4026,18.0,6.0,16.7
13.083333333333332,333.9166666666667,508.9166666666667,0.056,[False False False ... False False False],36-682,48-279,20.0,175.0,508.9166666666667
13.083333333333332,333.9166666666667,508.9166666666667,0.0535,[False False False ... False False False],36-682,LA4005,20.0,175.0,508.9166666666667
3.9333333333333327,10.7,16.7,0.050833333333333335,[False False False ... False False False],48-668,70-883,18.0,6.0,16.7
3.308333333333333,10.7,16.7,0.0485,[False False False ... False False False],48-026,70-883,40.0,6.0,16.7
3.308333333333333,10.7,16.7,0.042333333333333334,[False False False ... False False False],48-026,LA4036,40.0,6.0,16.7
3.308333333333333,10.7,16.7,0.042166666666666665,[False False False ... False False False],48-026,LA4026,40.0,6.0,16.7
3.308333333333333,10.7,16.7,0.03766666666666667,[False False False ... False False False],48-026,70-884,40.0,6.0,16.7
2.9333333333333327,10.366666666666667,14.366666666666667,0.025333333333333333,[False False False ... False False False],36-682,70-882,20.0,4.0,14.366666666666667
2.9333333333333327,10.366666666666667,14.366666666666667,0.019166666666666665,[False False False ... False False False],36-682,LA4024,20.0,4.0,14.366666666666667
3.9333333333333327,11.7,15.7,0.019166666666666665,[False False False ... False False False],48-668,70-882,18.0,4.0,15.7
3.9333333333333327,11.7,15.7,0.017166666666666667,[False False False ... False False False],48-668,LA4024,18.0,4.0,15.7
3.308333333333333,10.366666666666667,14.366666666666667,0.016833333333333332,[False False False ... False False False],48-026,70-882,40.0,4.0,14.366666666666667
3.308333333333333,10.366666666666667,14.366666666666667,0.0155,[False False False ... False False False],48-026,LA4024,40.0,4.0,14.366666666666667
