z_l1,z_l2,z_fiber,coupling,accepted,lens1,lens2,f1_mm,f2_mm,total_len_mm
9.7,99.69999999999999,159.7,0.18,[False False False ... False False False],45-694,48-670,18.0,60.0,159.7
9.7,32.2,77.2,0.173,[False  True False ... False False False],45-694,84-279,18.0,45.0,77.2
5.374999999999999,13.7,25.7,0.17233333333333334,[False False  True ... False False False],45-694,45-691,18.0,12.0,25.7
9.7,54.699999999999996,108.69999999999999,0.17216666666666666,[False False False ... False False  True],45-694,36-688,18.0,54.0,108.69999999999999
6.8166666666666655,389.7,509.7,0.17133333333333334,[False False False ... False False False],45-694,84-285,18.0,120.0,509.7
9.7,99.69999999999999,159.7,0.1685,[False  True  True ... False  True False],45-694,84-283,18.0,60.0,159.7
5.374999999999999,9.7,19.7,0.16633333333333333,[False False False ... False False False],45-694,LA4249,18.0,10.0,19.7
9.7,89.69999999999999,149.7,0.16416666666666666,[ True False False ... False False False],45-694,LA4022,18.0,60.0,149.7
6.8166666666666655,11.7,23.7,0.16383333333333333,[False  True False ... False False False],45-694,48-666,18.0,12.0,23.7
5.374999999999999,9.7,19.7,0.16316666666666665,[False False False ... False  True False],45-694,LA4280,18.0,10.0,19.7
9.7,99.69999999999999,159.7,0.1625,[False False  True ... False  True False],45-694,49-963,18.0,60.0,159.7
5.374999999999999,9.7,19.7,0.16183333333333333,[False False False ... False False False],45-694,89-411,18.0,10.0,19.7
9.7,79.69999999999999,139.7,0.1615,[False False False ... False False False],45-694,LA4042,18.0,60.0,139.7
7.758333333333332,14.2,27.7,0.15933333333333333,[ True False False ... False False False],36-681,45-693,22.0,13.5,27.7
9.7,79.69999999999999,139.7,0.15766666666666668,[False False False ... False False False],45-694,84-280,18.0,60.0,139.7
7.758333333333332,11.7,23.7,0.15433333333333332,[False  True False ... False  True False],36-681,45-691,22.0,12.0,23.7
7.062499999999998,200.33333333333331,260.5333333333333,0.15366666666666667,[False False False ... False False False],45-693,LA4464,13.5,60.2,260.5333333333333
7.758333333333332,11.7,23.7,0.15083333333333335,[False False False ... False False  True],36-681,70-888,22.0,12.0,23.7
7.758333333333332,11.7,23.7,0.14583333333333334,[False False False ...  True False False],36-681,48-666,22.0,12.0,23.7
3.9333333333333327,8.366666666666667,16.366666666666667,0.14166666666666666,[False False  True ... False False False],45-694,70-886,18.0,8.0,16.366666666666667
7.062499999999998,389.7,509.7,0.14133333333333334,[False False False ... False False False],45-693,84-285,13.5,120.0,509.7
9.7,200.33333333333331,260.5333333333333,0.12916666666666668,[False False False ... False False False],45-694,LA4464,18.0,60.2,260.5333333333333
3.874999999999999,8.366666666666667,16.366666666666667,0.12883333333333333,[False False False ... False False False],36-681,70-886,22.0,8.0,16.366666666666667
5.8166666666666655,11.366666666666665,21.366666666666667,0.12766666666666668,[False False False ... False  True False],36-681,LA4249,22.0,10.0,21.366666666666667
5.8166666666666655,11.366666666666665,21.366666666666667,0.12183333333333334,[False False False ... False False False],36-681,89-411,22.0,10.0,21.366666666666667
5.8166666666666655,13.033333333333331,23.03333333333333,0.1125,[ True False False ... False  True False],36-681,LA4280,22.0,10.0,23.03333333333333
7.062499999999998,563.8666666666667,738.8666666666667,0.111,[False False False ...  True False False],45-693,LA4005,13.5,175.0,738.8666666666667
13.583333333333332,421.91666666666663,596.9166666666666,0.09933333333333333,[False False False ... False False False],36-681,LA4005,22.0,175.0,596.9166666666666
7.062499999999998,563.8666666666667,738.8666666666667,0.08916666666666667,[False False False ... False False False],45-693,LA4034,13.5,175.0,738.8666666666667
11.141666666666666,563.8666666666667,738.8666666666667,0.0845,[False  True False ... False False False],45-694,LA4034,18.0,175.0,738.8666666666667
9.7,563.8666666666667,738.8666666666667,0.0805,[False False False ... False  True  True],45-694,48-279,18.0,175.0,738.8666666666667
1.9333333333333327,8.7,14.7,0.08,[False False False ... False False False],36-681,70-884,22.0,6.0,14.7
1.9333333333333327,8.7,14.7,0.07833333333333334,[False False False ...  True  True False],36-681,70-883,22.0,6.0,14.7
1.9333333333333327,8.7,14.7,0.07583333333333334,[False False False ... False False False],36-681,LA4026,22.0,6.0,14.7
1.9333333333333327,8.7,14.7,0.07533333333333334,[False  True False ... False False False],36-681,LA4036,22.0,6.0,14.7
9.7,563.8666666666667,738.8666666666667,0.07416666666666667,[ True False False ... False False False],45-694,LA4005,18.0,175.0,738.8666666666667
3.9333333333333327,8.7,14.7,0.07233333333333333,[False False False ... False False False],45-694,LA4036,18.0,6.0,14.7
7.062499999999998,505.53333333333336,680.5333333333333,0.072,[False False False ... False False False],45-693,48-279,13.5,175.0,680.5333333333333
3.9333333333333327,8.7,14.7,0.0705,[False False False ... False False False],45-694,LA4026,18.0,6.0,14.7
3.9333333333333327,8.7,14.7,0.06716666666666667,[False False  True ... False False False],45-694,70-884,18.0,6.0,14.7
3.9333333333333327,8.7,14.7,0.06583333333333333,[False  True False ... False False False],45-694,70-883,18.0,6.0,14.7
1.9333333333333327,10.366666666666667,14.366666666666667,0.021166666666666667,[False False False ... False False False],36-681,70-882,22.0,4.0,14.366666666666667
3.9333333333333327,10.366666666666667,14.366666666666667,0.02,[False False False ... False False False],45-694,70-882,18.0,4.0,14.366666666666667
3.9333333333333327,10.366666666666667,14.366666666666667,0.018333333333333333,[False False False ... False False False],45-694,LA4024,18.0,4.0,14.366666666666667
1.9333333333333327,10.366666666666667,14.366666666666667,0.016666666666666666,[False False False ... False False False],36-681,LA4024,22.0,4.0,14.366666666666667
