lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
48-275,84-279,75.0,45.0,38.22948984834814,43.26790765017111,88.26790765017111,88.26790765017111,0.093,SfccfF
LA4022,48-024,60.0,25.0,23.31495437887752,30.352783202024685,55.35278320202468,55.35278320202468,0.0855,SfccfF
LA4022,48-669,60.0,36.0,28.284217018127666,34.15534801771373,70.15534801771372,70.15534801771372,0.0855,SfccfF
48-276,45-690,100.0,9.0,9.703061854797223,14.503061829651223,23.503061829651223,23.503061829651223,0.07,SfccfF
LA4022,45-694,60.0,18.0,18.029577616340195,23.64839600386954,41.648396003869536,41.648396003869536,0.07,SfccfF
LA4022,36-682,60.0,20.0,22.226679562995578,27.827878567813894,47.8278785678139,47.8278785678139,0.07,SfccfF
LA4022,45-693,60.0,13.5,10.079065263952613,22.08757365272393,35.58757365272393,35.58757365272393,0.0685,SfccfF
48-276,LA4249,100.0,10.0,9.890594555175344,15.226602849168597,25.226602849168597,25.226602849168597,0.0665,SfccfF
48-276,LA4280,100.0,10.0,10.312992147304605,15.350775098097726,25.350775098097728,25.350775098097728,0.063,SfccfF
LA4022,48-668,60.0,18.0,16.10844099253095,28.862524812898638,46.86252481289864,46.86252481289864,0.062,SfccfF
LA4022,48-666,60.0,12.0,9.702931513320731,19.966803861286195,31.966803861286195,31.966803861286195,0.061,SfccfF
LA4022,36-681,60.0,22.0,20.87216638697898,27.985246821788646,49.98524682178865,49.98524682178865,0.061,SfccfF
LA4022,LA4280,60.0,10.0,9.803135291370728,16.994118266781037,26.994118266781037,26.994118266781037,0.057,SfccfF
48-276,LA4647,100.0,20.1,27.643362447584565,32.8604778773589,52.960477877358905,52.960477877358905,0.056,SfccfF
LA4022,LA4249,60.0,10.0,10.267039326541049,15.952403696034274,25.952403696034274,25.952403696034274,0.0545,SfccfF
48-276,89-411,100.0,10.0,10.451674982507114,14.787683289779316,24.787683289779316,24.787683289779316,0.0515,SfccfF
48-276,45-693,100.0,13.5,18.895830286648955,23.58004876809416,37.08004876809416,37.08004876809416,0.0475,SfccfF
48-275,LA4327,75.0,75.3,45.016266762412506,50.03798553237453,125.33798553237452,125.33798553237452,0.0455,SfccfF
LA4022,45-691,60.0,12.0,9.700332356251058,23.93634076238478,35.93634076238478,35.93634076238478,0.045,SfccfF
48-276,45-691,100.0,12.0,10.299832638131019,20.0850681418608,32.0850681418608,32.0850681418608,0.0395,SfccfF
LA4022,LA4194,60.0,20.1,18.11062520371803,28.196703471439406,48.29670347143941,48.29670347143941,0.0365,SfccfF
48-276,45-694,100.0,18.0,11.326792803938456,40.40641338561311,58.40641338561311,58.40641338561311,0.0365,SfccfF
LA4022,45-690,60.0,9.0,9.779633888784549,18.388650839038856,27.388650839038856,27.388650839038856,0.032,SfccfF
48-276,70-886,100.0,8.0,9.707432872443615,15.341874697208045,23.341874697208045,23.341874697208045,0.03,SfccfF
LA4022,89-411,60.0,10.0,9.812464819830904,23.23951591141247,33.23951591141247,33.23951591141247,0.03,SfccfF
LA4022,70-886,60.0,8.0,9.779633888784549,18.18865086418486,26.18865086418486,26.18865086418486,0.0295,SfccfF
LA4022,LA4039,60.0,9.0,9.74520131304364,15.347435552084818,24.347435552084818,24.347435552084818,0.027,SfccfF
48-276,LA4039,100.0,9.0,9.84067583270974,14.171828772735932,23.171828772735932,23.171828772735932,0.026,SfccfF
LA4022,36-683,60.0,25.0,22.293831327704876,27.8938433038632,52.8938433038632,52.8938433038632,0.0235,SfccfF
48-276,70-884,100.0,6.0,9.703161585798668,14.257263522908682,20.25726352290868,20.25726352290868,0.0225,SfccfF
LA4022,70-888,60.0,12.0,9.701330515325047,19.347168847743248,31.347168847743248,31.347168847743248,0.022,SfccfF
LA4022,LA4917,60.0,15.1,12.415713342246118,18.033599690407936,33.133599690407934,33.133599690407934,0.021,SfccfF
48-276,70-885,100.0,9.0,9.704174489419014,14.504174464273014,23.504174464273014,23.504174464273014,0.0205,SfccfF
48-276,70-888,100.0,12.0,9.771361996409,14.067259911672751,26.06725991167275,26.06725991167275,0.0175,SfccfF
LA4022,45-692,60.0,18.0,11.402714935196133,27.43533044554322,45.435330445543215,45.435330445543215,0.0175,SfccfF
LA4022,48-664,60.0,15.0,25.701626186133943,31.3493475439518,46.3493475439518,46.3493475439518,0.0175,SfccfF
LA4022,70-885,60.0,9.0,9.985904031549678,15.73017596937063,24.730175969370627,24.730175969370627,0.0155,SfccfF
48-276,48-666,100.0,12.0,9.755482226713799,14.05138014197755,26.05138014197755,26.05138014197755,0.0155,SfccfF
LA4022,89-412,60.0,15.0,9.83284446835182,15.59677632701456,30.59677632701456,30.59677632701456,0.0135,SfccfF
LA4022,48-665,60.0,24.0,46.51470841911421,52.14378821379896,76.14378821379896,76.14378821379896,0.0085,SfccfF
48-276,LA4024,100.0,4.0,9.73124488044989,14.62141480499189,18.62141480499189,18.62141480499189,0.008,SfccfF
48-276,45-692,100.0,18.0,9.76885113549138,15.404200349020842,33.40420034902084,33.40420034902084,0.008,SfccfF
48-276,LA4001,100.0,15.0,9.79081329631258,14.408847054371321,29.40884705437132,29.40884705437132,0.0075,SfccfF
48-276,48-664,100.0,15.0,9.772876704257481,15.562387635670756,30.562387635670756,30.562387635670756,0.007,SfccfF
LA4022,70-882,60.0,4.0,9.737621623583683,15.923376426446566,19.923376426446566,19.923376426446566,0.006,SfccfF
LA4022,LA4024,60.0,4.0,11.73346998065042,17.340798604198998,21.340798604198998,21.340798604198998,0.006,SfccfF
48-276,70-882,100.0,4.0,9.832265923320588,14.5314528484289,18.5314528484289,18.5314528484289,0.0055,SfccfF
48-276,89-413,100.0,20.0,9.702683438667181,14.374160256878463,34.37416025687846,34.37416025687846,0.0055,SfccfF
48-276,48-668,100.0,18.0,9.845652050592644,14.862967240793761,32.862967240793765,32.862967240793765,0.005,SfccfF
48-276,36-679,100.0,21.0,9.71575912296842,14.485010502440744,35.485010502440744,35.485010502440744,0.005,SfccfF
48-275,84-277,75.0,25.0,9.88311200913659,15.314822707487625,40.31482270748762,40.31482270748762,0.005,SfccfF
LA4022,89-413,60.0,20.0,46.14589805031199,51.85500935257841,71.8550093525784,71.8550093525784,0.005,SfccfF
48-275,84-278,75.0,30.0,62.0,66.94235385294725,96.94235385294725,96.94235385294725,0.0045,SfccfF
48-276,84-278,100.0,30.0,79.76393205031201,84.17842179896503,114.17842179896503,114.17842179896503,0.0045,SfccfF
48-276,LA4936,100.0,30.1,81.0,85.29842182411105,115.39842182411104,115.39842182411104,0.0045,SfccfF
48-276,48-667,100.0,36.0,81.0,85.52432066835466,121.52432066835466,121.52432066835466,0.0045,SfccfF
