lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
36-686,LA4936,27.0,30.1,11.346652862016386,23.14873659175278,53.24873659175278,53.24873659175278,0.37,SfccfF
36-686,LA4003,27.0,35.0,12.052215447067104,18.066444467238437,53.06644446723844,53.06644446723844,0.354,SfccfF
36-686,LA4130,27.0,40.1,12.52121524567233,18.660744115130246,58.76074411513025,58.76074411513025,0.3335,SfccfF
36-686,LA4765,27.0,50.2,13.209393933483689,23.65140205652804,73.85140205652804,73.85140205652804,0.3215,SfccfF
36-686,LA4002,27.0,25.0,10.790779007073567,16.7944178621927,41.7944178621927,41.7944178621927,0.309,SfccfF
36-686,48-024,27.0,25.0,10.579692087734108,20.173404184504832,45.17340418450483,45.17340418450483,0.2765,SfccfF
36-686,48-669,27.0,36.0,12.09342212703567,18.231792740865227,54.23179274086523,54.23179274086523,0.27,SfccfF
36-686,48-025,27.0,30.0,11.5357159561356,17.535982705193213,47.53598270519321,47.53598270519321,0.257,SfccfF
36-686,48-027,27.0,50.0,13.228063601891323,19.23506449209018,69.23506449209017,69.23506449209017,0.2395,SfccfF
36-686,48-028,27.0,100.0,14.389140072055552,20.419664096513365,120.41966409651337,120.41966409651337,0.228,SfccfF
36-686,LA4647,27.0,20.1,9.714653278238806,15.840232852515646,35.94023285251565,35.94023285251565,0.2185,SfccfF
36-686,36-684,27.0,72.0,13.976226647582752,20.080131413718135,92.08013141371814,92.08013141371814,0.216,SfccfF
36-686,36-682,27.0,20.0,9.705860240587747,15.749788296893689,35.74978829689369,35.74978829689369,0.215,SfccfF
36-686,36-685,27.0,84.0,14.178655238932663,20.50355925363491,104.5035592536349,104.5035592536349,0.2135,SfccfF
36-686,36-683,27.0,25.0,10.956004383292065,16.97303294781506,41.97303294781506,41.97303294781506,0.196,SfccfF
36-686,48-668,27.0,18.0,9.702474402020844,15.730664885400381,33.73066488540038,33.73066488540038,0.18,SfccfF
84-279,84-278,45.0,30.0,21.68707098116145,25.190900798416056,55.19090079841605,55.19090079841605,0.18,SfccfF
36-686,45-694,27.0,18.0,9.700446343879515,15.981489464730984,33.981489464730984,33.981489464730984,0.1755,SfccfF
84-279,LA4936,45.0,30.1,21.844777894627338,25.439524064009927,55.539524064009925,55.539524064009925,0.174,SfccfF
84-279,84-279,45.0,45.0,24.958980220668877,28.461779589877178,73.46177958987718,73.46177958987718,0.1645,SfccfF
36-686,36-681,27.0,22.0,9.73093429142056,19.40627321340001,41.40627321340001,41.40627321340001,0.1565,SfccfF
84-279,84-281,45.0,75.0,27.67326818460106,33.22052140275298,108.22052140275298,108.22052140275298,0.155,SfccfF
84-279,LA4002,45.0,25.0,20.00360234687787,24.28471280944561,49.28471280944561,49.28471280944561,0.1505,SfccfF
84-279,LA4003,45.0,35.0,23.209554054602034,26.842359171731548,61.842359171731545,61.842359171731545,0.147,SfccfF
36-686,45-695,27.0,27.0,10.836574370723769,18.053472636127687,45.05347263612769,45.05347263612769,0.145,SfccfF
84-279,LA4130,45.0,40.1,24.475360558475476,28.00473258093943,68.10473258093943,68.10473258093943,0.14,SfccfF
84-279,LA4765,45.0,50.2,25.99583070049522,29.517701060530406,79.7177010605304,79.7177010605304,0.1375,SfccfF
84-279,LA4042,45.0,60.0,26.72949005398221,30.230883753894627,90.23088375389463,90.23088375389463,0.1305,SfccfF
84-279,84-280,45.0,60.0,26.86260632833368,30.42762722174422,90.42762722174422,90.42762722174422,0.1305,SfccfF
84-279,48-024,45.0,25.0,19.825301274108533,24.89114377218539,49.89114377218539,49.89114377218539,0.1295,SfccfF
84-279,84-277,45.0,25.0,20.069568730463686,23.599022498118924,48.59902249811893,48.59902249811893,0.128,SfccfF
84-279,48-025,45.0,30.0,21.749308517963918,25.261466517217087,55.26146651721709,55.26146651721709,0.127,SfccfF
36-686,48-667,27.0,36.0,12.04144715263457,19.53277064429672,55.53277064429672,55.53277064429672,0.1245,SfccfF
84-279,LA4647,45.0,20.1,17.881774264835855,21.578345780181145,41.67834578018115,41.67834578018115,0.1235,SfccfF
84-279,36-682,45.0,20.0,17.13114844950297,20.659067942600263,40.65906794260026,40.65906794260026,0.1145,SfccfF
84-279,LA4327,45.0,75.3,28.4131445948905,31.989369989393236,107.28936998939324,107.28936998939324,0.113,SfccfF
84-279,45-694,45.0,18.0,15.860546321223945,19.41080906376957,37.41080906376957,37.41080906376957,0.1125,SfccfF
36-686,LA4917,27.0,15.1,9.740304340553342,15.743360478371242,30.843360478371242,30.843360478371242,0.104,SfccfF
84-279,48-669,45.0,36.0,23.29218801779952,26.905101689144033,62.90510168914403,62.90510168914403,0.1035,SfccfF
84-279,48-668,45.0,18.0,16.354493277032812,19.908337393700304,37.90833739370031,37.90833739370031,0.102,SfccfF
36-686,LA4194,27.0,20.1,9.742608955552333,15.742818483284777,35.84281848328478,35.84281848328478,0.101,SfccfF
84-279,48-026,45.0,40.0,24.272922007594325,29.296929311127897,69.2969293111279,69.2969293111279,0.0995,SfccfF
84-279,36-683,45.0,25.0,19.988545480414384,23.54470544383622,48.54470544383622,48.54470544383622,0.098,SfccfF
36-686,36-679,27.0,21.0,9.700079756416036,16.396175497073916,37.39617549707391,37.39617549707391,0.09,SfccfF
84-279,48-027,45.0,50.0,25.394941349481165,36.63817915648735,86.63817915648735,86.63817915648735,0.09,SfccfF
84-279,45-693,45.0,13.5,10.738967758744286,18.222845899445755,31.722845899445755,31.722845899445755,0.0885,SfccfF
36-686,45-692,27.0,18.0,9.742608925129428,15.745255697689666,33.745255697689664,33.745255697689664,0.086,SfccfF
36-686,45-693,27.0,13.5,9.852032540827134,15.911455815701158,29.41145581570116,29.41145581570116,0.082,SfccfF
84-279,36-681,45.0,22.0,18.654478602886677,22.206473820560532,44.20647382056053,44.20647382056053,0.0815,SfccfF
36-686,LA4966,27.0,30.1,11.251009416029401,17.962280583211257,48.06228058321126,48.06228058321126,0.08,SfccfF
84-279,45-691,45.0,12.0,9.821526509071942,14.221443324512371,26.22144332451237,26.22144332451237,0.079,SfccfF
84-279,36-684,45.0,72.0,27.529028412331353,31.059059579437534,103.05905957943753,103.05905957943753,0.079,SfccfF
36-686,48-665,27.0,24.0,10.102032550941965,16.107432911780982,40.10743291178098,40.10743291178098,0.0755,SfccfF
36-686,48-666,27.0,12.0,9.700304041257729,16.469678985120133,28.469678985120133,28.469678985120133,0.0725,SfccfF
84-279,36-685,45.0,84.0,28.3551217382325,31.977474055236453,115.97747405523646,115.97747405523646,0.0725,SfccfF
84-279,48-666,45.0,12.0,9.835769619940884,20.0447865456055,32.044786545605504,32.044786545605504,0.0705,SfccfF
84-279,LA4249,45.0,10.0,9.701711952877652,14.067172603104346,24.067172603104346,24.067172603104346,0.07,SfccfF
36-686,45-691,27.0,12.0,9.711490195156395,15.808675064196988,27.80867506419699,27.80867506419699,0.068,SfccfF
36-686,48-664,27.0,15.0,9.812269098624956,18.324390286662148,33.32439028666215,33.32439028666215,0.0665,SfccfF
84-279,LA4917,45.0,15.1,13.264617804171163,16.80137269897916,31.90137269897916,31.90137269897916,0.066,SfccfF
36-686,36-680,27.0,36.0,11.940679983754562,18.07155206659642,54.071552066596425,54.071552066596425,0.065,SfccfF
84-279,48-667,45.0,36.0,23.034791082180117,26.85146550129442,62.85146550129442,62.85146550129442,0.0625,SfccfF
84-279,LA4194,45.0,20.1,16.475430532403223,22.09075723561466,42.19075723561466,42.19075723561466,0.056,SfccfF
36-686,89-413,27.0,20.0,9.83900507198774,15.999609178202869,35.99960917820287,35.99960917820287,0.0545,SfccfF
36-686,89-412,27.0,15.0,9.933592025496477,15.94449508395087,30.94449508395087,30.94449508395087,0.054,SfccfF
84-279,89-412,45.0,15.0,12.896720687465622,16.449011320270653,31.449011320270653,31.449011320270653,0.0535,SfccfF
84-279,LA4001,45.0,15.0,10.441192937430205,30.566830791026835,45.56683079102683,45.56683079102683,0.052,SfccfF
84-279,45-692,45.0,18.0,15.93891124327434,20.24714975613704,38.24714975613704,38.24714975613704,0.05,SfccfF
36-686,LA4249,27.0,10.0,9.706910839986223,15.90421936099263,25.90421936099263,25.90421936099263,0.048,SfccfF
84-279,36-679,45.0,21.0,17.16926184467266,20.834567338678077,41.83456733867808,41.83456733867808,0.048,SfccfF
84-279,LA4280,45.0,10.0,9.787552436186209,21.351281933440994,31.351281933440994,31.351281933440994,0.0445,SfccfF
84-279,48-665,45.0,24.0,18.44545818734249,21.981562100201682,45.981562100201685,45.981562100201685,0.039,SfccfF
84-279,70-886,45.0,8.0,10.185957969176076,13.775314884655648,21.77531488465565,21.77531488465565,0.0375,SfccfF
36-686,LA4280,27.0,10.0,9.796304836410101,15.826669749789074,25.826669749789076,25.826669749789076,0.037,SfccfF
36-686,89-411,27.0,10.0,10.03769399462932,16.152907713622444,26.152907713622444,26.152907713622444,0.037,SfccfF
36-686,45-690,27.0,9.0,9.736807582031064,15.852967365641593,24.852967365641593,24.852967365641593,0.0355,SfccfF
84-279,89-413,45.0,20.0,16.01201459234845,19.546516361406916,39.546516361406916,39.546516361406916,0.0355,SfccfF
84-279,45-690,45.0,9.0,9.719400275201291,19.05404591287092,28.05404591287092,28.05404591287092,0.035,SfccfF
84-279,36-680,45.0,36.0,22.112407029810694,27.001920203892492,63.001920203892496,63.001920203892496,0.0335,SfccfF
84-279,LA4039,45.0,9.0,9.736405536919108,13.497673522638333,22.497673522638333,22.497673522638333,0.0295,SfccfF
36-686,LA4039,27.0,9.0,9.86064300812029,15.86313526664352,24.863135266643518,24.863135266643518,0.028,SfccfF
36-686,70-888,27.0,12.0,9.714745375369514,15.81456024823011,27.81456024823011,27.81456024823011,0.027,SfccfF
84-279,70-888,45.0,12.0,9.725145393528583,20.16438612948705,32.16438612948705,32.16438612948705,0.026,SfccfF
36-686,70-886,27.0,8.0,9.711456173823683,18.8393202277677,26.8393202277677,26.8393202277677,0.0245,SfccfF
84-279,89-414,45.0,25.0,18.005811246918768,21.69521499215801,46.695214992158014,46.695214992158014,0.0245,SfccfF
84-279,LA4036,45.0,6.0,9.870600982923333,13.389484667421916,19.389484667421918,19.389484667421918,0.0205,SfccfF
36-686,LA4026,27.0,6.0,9.739320088045996,16.057354075468005,22.057354075468005,22.057354075468005,0.0155,SfccfF
36-686,LA4036,27.0,6.0,9.74400901810733,15.745671814665206,21.745671814665208,21.745671814665208,0.0125,SfccfF
36-686,70-885,27.0,9.0,9.722099256355902,16.08158458435691,25.08158458435691,25.08158458435691,0.0125,SfccfF
84-279,LA4966,45.0,30.1,37.0,40.500047914269885,70.60004791426988,70.60004791426988,0.0115,SfccfF
84-279,48-664,45.0,15.0,35.76393205031199,39.28293308147285,54.28293308147285,54.28293308147285,0.0085,SfccfF
84-279,89-411,45.0,10.0,37.0,40.77370239234893,50.77370239234893,50.77370239234893,0.0065,SfccfF
36-686,LA4024,27.0,4.0,9.790023630311488,15.798227950290906,19.798227950290908,19.798227950290908,0.006,SfccfF
36-686,70-884,27.0,6.0,22.6,28.70983006359095,34.70983006359095,34.70983006359095,0.005,SfccfF
36-686,89-414,27.0,25.0,22.6,28.613818284941207,53.6138182849412,53.6138182849412,0.0045,SfccfF
84-279,45-695,45.0,27.0,9.700186232805645,13.321537299390803,40.321537299390805,40.321537299390805,0.004,SfccfF
36-686,70-882,27.0,4.0,10.209170482275509,16.223952646382454,20.223952646382454,20.223952646382454,0.0035,SfccfF
36-686,70-883,27.0,6.0,22.6,28.70983006359095,34.70983006359095,34.70983006359095,0.0025,SfccfF
36-686,48-026,27.0,40.0,24.6,30.6664772090017,70.6664772090017,70.6664772090017,0.0015,SfccfF
84-279,48-028,45.0,100.0,21.54663764676898,25.04813200486811,125.04813200486811,125.04813200486811,0.0,SfccfF
