lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
LA4148,LA4936,50.2,30.1,22.237277081005203,28.55534024011869,58.65534024011869,58.65534024011869,0.1375,SfccfF
LA4148,LA4003,50.2,35.0,24.25220533345133,30.55325891482924,65.55325891482924,65.55325891482924,0.1295,SfccfF
LA4148,LA4002,50.2,25.0,20.24674870840417,26.59806853766804,51.59806853766804,51.59806853766804,0.1235,SfccfF
LA4148,LA4647,50.2,20.1,17.29832731487484,23.780176422673417,43.880176422673415,43.880176422673415,0.118,SfccfF
LA4148,LA4130,50.2,40.1,24.681626931067548,35.664866580061705,75.7648665800617,75.7648665800617,0.112,SfccfF
LA4148,LA4765,50.2,50.2,26.710612370205496,33.05555459874905,83.25555459874906,83.25555459874906,0.101,SfccfF
LA4148,48-668,50.2,18.0,15.649303597867702,21.986824491121162,39.98682449112116,39.98682449112116,0.097,SfccfF
LA4148,48-669,50.2,36.0,23.72389218020027,30.123810122129292,66.1238101221293,66.1238101221293,0.0965,SfccfF
LA4148,LA4327,50.2,75.3,29.35798764601173,35.790913155387685,111.09091315538768,111.09091315538768,0.0965,SfccfF
LA4148,48-026,50.2,40.0,25.0526091394903,31.414645350921838,71.41464535092183,71.41464535092183,0.0905,SfccfF
LA4148,45-694,50.2,18.0,15.282030591799545,21.64579289691927,39.645792896919275,39.645792896919275,0.0895,SfccfF
LA4725,LA4936,75.3,30.1,31.153884041734184,37.69723768078898,67.79723768078898,67.79723768078898,0.08,SfccfF
LA4148,36-683,50.2,25.0,18.519373795963674,32.9893633297142,57.9893633297142,57.9893633297142,0.077,SfccfF
LA4148,36-681,50.2,22.0,18.310371918959635,24.685770152798874,46.685770152798874,46.685770152798874,0.0765,SfccfF
LA4148,48-666,50.2,12.0,9.801357544086304,16.623470606164236,28.623470606164236,28.623470606164236,0.0755,SfccfF
LA4148,LA4001,50.2,15.0,14.149594905325593,21.730536792184328,36.730536792184324,36.730536792184324,0.074,SfccfF
LA4148,36-684,50.2,72.0,29.22175579180549,35.71899748030195,107.71899748030195,107.71899748030195,0.0725,SfccfF
LA4148,48-027,50.2,50.0,26.366690459843436,41.59106969964393,91.59106969964392,91.59106969964392,0.071,SfccfF
LA4148,45-695,50.2,27.0,20.604327499646367,27.012710868474127,54.01271086847413,54.01271086847413,0.069,SfccfF
LA4148,48-028,50.2,100.0,30.421261542384308,41.43378587669053,141.43378587669054,141.43378587669054,0.0675,SfccfF
LA4725,48-024,75.3,25.0,27.103975335865623,36.819124765640105,61.819124765640105,61.819124765640105,0.0665,SfccfF
LA4148,LA4917,50.2,15.1,12.378210497036523,19.012698870068533,34.112698870068535,34.112698870068535,0.063,SfccfF
LA4725,LA4647,75.3,20.1,22.514363967026217,31.643696131756293,51.743696131756295,51.743696131756295,0.062,SfccfF
LA4725,48-669,75.3,36.0,34.66047246314364,39.57557656382385,75.57557656382386,75.57557656382386,0.062,SfccfF
