lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
48-025,48-024,30.0,25.0,13.442299818361485,17.497183665081966,42.49718366508196,42.49718366508196,0.267,SfccfF
48-025,48-025,30.0,30.0,14.342113093242531,18.548684672503686,48.54868467250368,48.54868467250368,0.2475,SfccfF
48-025,LA4130,30.0,40.1,15.566054608265404,19.616253003961656,59.716253003961654,59.716253003961654,0.227,SfccfF
48-025,LA4003,30.0,35.0,15.026129935974348,19.076655635756282,54.07665563575628,54.07665563575628,0.2265,SfccfF
48-025,48-026,30.0,40.0,15.529963298280732,19.59214899902969,59.59214899902969,59.59214899902969,0.2165,SfccfF
48-025,48-669,30.0,36.0,14.913481432611771,24.035247191346027,60.03524719134603,60.03524719134603,0.2125,SfccfF
48-025,48-027,30.0,50.0,16.19796043808533,23.917900819069775,73.91790081906977,73.91790081906977,0.203,SfccfF
48-025,LA4647,30.0,20.1,12.157519152396189,16.263071320272633,36.36307132027264,36.36307132027264,0.199,SfccfF
48-669,LA4936,36.0,30.1,17.967184147801266,21.970658181408922,52.07065818140892,52.07065818140892,0.194,SfccfF
48-025,36-684,30.0,72.0,17.165782427098538,21.22551993119119,93.22551993119119,93.22551993119119,0.1915,SfccfF
48-669,84-277,36.0,25.0,16.645929841805376,21.401669893487128,46.401669893487124,46.401669893487124,0.186,SfccfF
48-025,36-683,30.0,25.0,13.373991979669558,17.48212489954219,42.482124899542185,42.482124899542185,0.1825,SfccfF
48-025,45-694,30.0,18.0,11.090807740082408,15.148477275528519,33.14847727552852,33.14847727552852,0.1815,SfccfF
48-025,48-028,30.0,100.0,17.889091066874585,21.975169647374184,121.97516964737419,121.97516964737419,0.1815,SfccfF
48-025,48-668,30.0,18.0,11.251589114421712,15.354938802416124,33.35493880241612,33.35493880241612,0.181,SfccfF
48-669,48-024,36.0,25.0,16.825225806920912,19.825581521215906,44.82558152121591,44.82558152121591,0.181,SfccfF
48-669,LA4002,36.0,25.0,16.3307964301168,25.626402980181364,50.62640298018137,50.62640298018137,0.179,SfccfF
48-669,48-025,36.0,30.0,18.067997203688687,21.06867058347839,51.068670583478394,51.068670583478394,0.1775,SfccfF
48-669,84-278,36.0,30.0,16.664824055485944,38.943078979206945,68.94307897920694,68.94307897920694,0.176,SfccfF
48-025,36-685,30.0,84.0,17.542245692002652,21.61461767719076,105.61461767719076,105.61461767719076,0.1695,SfccfF
48-669,LA4003,36.0,35.0,18.9389826324352,22.030549082020197,57.0305490820202,57.0305490820202,0.1675,SfccfF
48-669,36-682,36.0,20.0,14.810296616229335,17.88494184841504,37.88494184841504,37.88494184841504,0.1645,SfccfF
48-669,48-669,36.0,36.0,19.0748182195104,22.18006804527129,58.18006804527129,58.18006804527129,0.1625,SfccfF
48-025,36-681,30.0,22.0,12.526840484953315,16.69734238176628,38.697342381766276,38.697342381766276,0.158,SfccfF
48-669,84-280,36.0,60.0,21.314708293334217,27.184582124220647,87.18458212422064,87.18458212422064,0.1565,SfccfF
48-669,84-279,36.0,45.0,20.135415463465254,25.77842476112081,70.77842476112082,70.77842476112082,0.1555,SfccfF
48-669,48-026,36.0,40.0,19.681834093771283,22.68668938817392,62.68668938817392,62.68668938817392,0.155,SfccfF
48-669,LA4130,36.0,40.1,19.787627400574003,22.789256785875015,62.88925678587502,62.88925678587502,0.153,SfccfF
48-669,LA4765,36.0,50.2,20.511082427001714,31.588180900780113,81.78818090078012,81.78818090078012,0.1495,SfccfF
48-025,36-682,30.0,20.0,10.599014653706345,25.247032054391493,45.2470320543915,45.2470320543915,0.149,SfccfF
48-025,45-695,30.0,27.0,13.602861985384402,17.73732443285928,44.73732443285928,44.73732443285928,0.148,SfccfF
48-669,45-694,36.0,18.0,13.957397311405616,17.012739175078153,35.01273917507815,35.01273917507815,0.1475,SfccfF
48-669,LA4042,36.0,60.0,21.477259421990446,24.62879019677853,84.62879019677854,84.62879019677854,0.146,SfccfF
48-669,48-027,36.0,50.0,20.928676991559136,23.935249522198003,73.935249522198,73.935249522198,0.141,SfccfF
48-669,84-281,36.0,75.0,22.216317762122657,25.222950167922345,100.22295016792235,100.22295016792235,0.13,SfccfF
48-669,48-668,36.0,18.0,13.423133871924918,19.64558776751264,37.64558776751264,37.64558776751264,0.126,SfccfF
48-669,36-685,36.0,84.0,22.623821624706583,25.741035385956707,109.7410353859567,109.7410353859567,0.125,SfccfF
48-669,LA4327,36.0,75.3,22.057265730816813,25.554505391574445,100.85450539157443,100.85450539157443,0.1235,SfccfF
48-025,45-693,30.0,13.5,9.701171285173324,13.751607903438368,27.25160790343837,27.25160790343837,0.12,SfccfF
48-669,36-683,36.0,25.0,16.103031983605497,24.852080229229667,49.85208022922967,49.85208022922967,0.12,SfccfF
48-669,45-693,36.0,13.5,10.479363551491781,14.37375070369465,27.87375070369465,27.87375070369465,0.1195,SfccfF
48-669,48-028,36.0,100.0,22.81416365025707,25.87203464765431,125.87203464765432,125.87203464765432,0.1185,SfccfF
48-669,36-681,36.0,22.0,15.603892358712377,18.60398642637467,40.603986426374675,40.603986426374675,0.118,SfccfF
48-025,LA4917,30.0,15.1,9.700893032184315,14.085203722141186,29.185203722141186,29.185203722141186,0.1165,SfccfF
48-025,48-667,30.0,36.0,15.021864871341815,19.17271470235882,55.17271470235882,55.17271470235882,0.116,SfccfF
48-669,45-695,36.0,27.0,17.246854339457922,20.3271725898985,47.327172589898495,47.327172589898495,0.1115,SfccfF
48-669,LA4647,36.0,20.1,16.964882971125654,19.97242737302041,40.07242737302041,40.07242737302041,0.1095,SfccfF
48-669,LA4001,36.0,15.0,12.476797475354008,19.27919076615347,34.27919076615347,34.27919076615347,0.1005,SfccfF
48-669,45-691,36.0,12.0,9.737695128312298,12.749629565533454,24.749629565533454,24.749629565533454,0.0995,SfccfF
48-025,45-692,30.0,18.0,10.893620911621339,15.050824940699613,33.05082494069961,33.05082494069961,0.095,SfccfF
48-025,48-666,30.0,12.0,9.752033136767768,13.805636408328745,25.805636408328745,25.805636408328745,0.0885,SfccfF
48-025,45-691,30.0,12.0,9.741155701113534,13.792508044500625,25.792508044500625,25.792508044500625,0.0875,SfccfF
48-025,48-664,30.0,15.0,10.43769390898474,14.58693900369625,29.58693900369625,29.58693900369625,0.0835,SfccfF
48-669,48-667,36.0,36.0,18.92550393765242,22.22156740742587,58.221567407425866,58.221567407425866,0.083,SfccfF
48-669,48-666,36.0,12.0,9.725331724146438,18.288450542618687,30.288450542618687,30.288450542618687,0.0825,SfccfF
48-025,LA4194,30.0,20.1,12.482779761489471,16.590587402251234,36.69058740225124,36.69058740225124,0.0815,SfccfF
48-025,LA4966,30.0,30.1,14.018386296498184,18.10248358443676,48.20248358443676,48.20248358443676,0.08,SfccfF
48-669,LA4917,36.0,15.1,10.310643076385844,19.216462824488925,34.31646282448892,34.31646282448892,0.078,SfccfF
48-025,36-679,30.0,21.0,12.148380667233226,16.217216155891748,37.21721615589175,37.21721615589175,0.077,SfccfF
48-025,48-665,30.0,24.0,12.586643648765417,17.936811393134104,41.93681139313411,41.93681139313411,0.072,SfccfF
48-669,48-664,36.0,15.0,12.1560238960922,15.186860315332407,30.186860315332407,30.186860315332407,0.07,SfccfF
48-025,89-412,30.0,15.0,9.708591981308238,13.760188253332378,28.76018825333238,28.76018825333238,0.0695,SfccfF
48-669,45-692,36.0,18.0,13.404878036166636,16.410118690909712,34.41011869090971,34.41011869090971,0.064,SfccfF
48-025,LA4249,30.0,10.0,9.706439236485704,15.567575720737144,25.567575720737146,25.567575720737146,0.062,SfccfF
48-669,LA4249,36.0,10.0,9.780079691640035,13.571002952208426,23.571002952208424,23.571002952208424,0.0605,SfccfF
48-669,LA4194,36.0,20.1,13.237693802422214,24.316689461657397,44.4166894616574,44.4166894616574,0.059,SfccfF
48-025,36-680,30.0,36.0,14.649413605779518,19.003331733796646,55.00333173379664,55.00333173379664,0.0585,SfccfF
