lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
LA4647,36-684,20.1,72.0,9.701139710958463,14.607719705681491,86.60771970568149,86.60771970568149,0.3415,SfccfF
LA4647,84-280,20.1,60.0,9.700449374203494,17.165213824332707,77.16521382433271,77.16521382433271,0.339,SfccfF
LA4647,LA4327,20.1,75.3,9.732922920660771,19.59319945314326,94.89319945314325,94.89319945314325,0.329,SfccfF
LA4647,84-281,20.1,75.0,9.752254929048265,14.553274772525393,89.5532747725254,89.5532747725254,0.3285,SfccfF
LA4647,84-279,20.1,45.0,9.700568489539169,14.557195459777706,59.5571954597777,59.5571954597777,0.319,SfccfF
LA4647,LA4765,20.1,50.2,9.700871469467796,14.503447127628949,64.70344712762895,64.70344712762895,0.319,SfccfF
LA4647,48-027,20.1,50.0,9.701139579566275,14.569503969892576,64.56950396989258,64.56950396989258,0.313,SfccfF
LA4647,LA4042,20.1,60.0,9.750593938088691,14.552085174293122,74.55208517429313,74.55208517429313,0.306,SfccfF
LA4647,LA4130,20.1,40.1,9.700178751932919,14.500198335308426,54.60019833530843,54.60019833530843,0.303,SfccfF
LA4647,48-026,20.1,40.0,9.712160468569436,14.518942597693659,54.51894259769366,54.51894259769366,0.291,SfccfF
LA4647,36-685,20.1,84.0,9.864712548800403,17.131965809952952,101.13196580995296,101.13196580995296,0.2835,SfccfF
LA4647,48-025,20.1,30.0,9.703429763386106,14.533045333792941,44.53304533379294,44.53304533379294,0.2775,SfccfF
LA4647,LA4936,20.1,30.1,9.702490793177034,14.505913263535831,44.60591326353583,44.60591326353583,0.275,SfccfF
LA4647,LA4003,20.1,35.0,9.705582402858205,14.53349483103112,49.53349483103112,49.53349483103112,0.2715,SfccfF
LA4647,48-669,20.1,36.0,9.74873704648591,14.549843253284724,50.54984325328472,50.54984325328472,0.2675,SfccfF
LA4647,84-278,20.1,30.0,9.702727380637326,14.503462327248831,44.50346232724883,44.50346232724883,0.2665,SfccfF
LA4647,48-028,20.1,100.0,10.044800671001541,14.852494373917569,114.85249437391757,114.85249437391757,0.2645,SfccfF
LA4647,LA4002,20.1,25.0,9.73868705037983,14.540411810426818,39.54041181042682,39.54041181042682,0.2445,SfccfF
LA4647,48-024,20.1,25.0,9.702678040997366,14.51395920181524,39.51395920181524,39.51395920181524,0.239,SfccfF
LA4647,84-277,20.1,25.0,9.701815615514016,14.555647086993607,39.55564708699361,39.55564708699361,0.2265,SfccfF
LA4130,LA4936,40.1,30.1,19.73625106236536,23.23960462052165,53.339604620521655,53.339604620521655,0.2185,SfccfF
LA4130,84-278,40.1,30.0,19.663048306141654,23.165770475214934,53.165770475214934,53.165770475214934,0.205,SfccfF
LA4647,36-682,20.1,20.0,9.702468233071599,14.50586348128943,34.50586348128943,34.50586348128943,0.198,SfccfF
LA4130,LA4003,40.1,35.0,20.796334428722957,24.21527435424191,59.21527435424191,59.21527435424191,0.1925,SfccfF
LA4647,LA4647,20.1,20.1,9.700210982266855,14.506331581912093,34.606331581912094,34.606331581912094,0.186,SfccfF
LA4130,48-024,40.1,25.0,18.216436064794046,21.86044357447748,46.86044357447748,46.86044357447748,0.181,SfccfF
LA4130,84-279,40.1,45.0,22.28941801657896,26.259720971038533,71.25972097103853,71.25972097103853,0.1755,SfccfF
LA4130,LA4130,40.1,40.1,21.687856226213274,25.111187425442175,65.21118742544218,65.21118742544218,0.168,SfccfF
LA4130,LA4042,40.1,60.0,24.00308262465971,27.426125412730674,87.42612541273067,87.42612541273067,0.1595,SfccfF
LA4130,LA4002,40.1,25.0,18.13319735411057,22.942074245003713,47.94207424500371,47.94207424500371,0.158,SfccfF
LA4130,48-025,40.1,30.0,19.744682213053423,23.22721704218451,53.227217042184506,53.227217042184506,0.158,SfccfF
LA4130,84-280,40.1,60.0,23.800288104390436,27.27252036992165,87.27252036992165,87.27252036992165,0.1555,SfccfF
LA4130,LA4327,40.1,75.3,24.52833799663579,28.846397847910477,104.14639784791048,104.14639784791048,0.152,SfccfF
LA4130,48-669,40.1,36.0,20.899885919902065,25.313860469428057,61.31386046942806,61.31386046942806,0.1405,SfccfF
LA4647,48-668,20.1,18.0,9.773832725820577,14.576816459954012,32.57681645995401,32.57681645995401,0.135,SfccfF
LA4130,84-277,40.1,25.0,17.1876336290134,30.329658344818363,55.32965834481836,55.32965834481836,0.135,SfccfF
LA4130,36-682,40.1,20.0,15.829743154806994,19.238034264168487,39.23803426416849,39.23803426416849,0.132,SfccfF
LA4130,48-026,40.1,40.0,21.81470231509531,25.270260804379955,65.27026080437996,65.27026080437996,0.1305,SfccfF
LA4130,LA4647,40.1,20.1,16.295073236702468,19.73677930940178,39.83677930940178,39.83677930940178,0.1295,SfccfF
LA4130,45-694,40.1,18.0,14.76199061446607,18.229919191456947,36.22991919145694,36.22991919145694,0.119,SfccfF
LA4130,48-668,40.1,18.0,14.92376684283918,18.392678759790307,36.39267875979031,36.39267875979031,0.116,SfccfF
LA4130,36-683,40.1,25.0,17.84311870977297,22.79232272437451,47.792322724374515,47.792322724374515,0.1145,SfccfF
LA4130,36-684,40.1,72.0,24.733334166266232,28.385203473363955,100.38520347336396,100.38520347336396,0.111,SfccfF
LA4130,45-691,40.1,12.0,9.861725206940276,13.292057857849297,25.292057857849297,25.292057857849297,0.1105,SfccfF
LA4130,48-027,40.1,50.0,23.030067649814683,26.437841282922424,76.43784128292242,76.43784128292242,0.1085,SfccfF
LA4130,36-681,40.1,22.0,16.832487481980134,20.29308850068697,42.29308850068697,42.29308850068697,0.1075,SfccfF
LA4130,48-028,40.1,100.0,25.49964899806908,28.99546871656736,128.99546871656736,128.99546871656736,0.097,SfccfF
LA4130,48-666,40.1,12.0,10.283706139285368,14.027973884365872,26.02797388436587,26.02797388436587,0.0965,SfccfF
LA4130,45-693,40.1,13.5,11.469801176967726,15.025310606937154,28.525310606937154,28.525310606937154,0.0965,SfccfF
LA4130,36-685,40.1,84.0,25.0322509340829,28.569111482180897,112.5691114821809,112.5691114821809,0.0965,SfccfF
LA4647,LA4001,20.1,15.0,9.708677064715108,14.523237356891292,29.523237356891293,29.523237356891293,0.0935,SfccfF
LA4130,LA4001,40.1,15.0,13.958386214602273,17.788722929689865,32.78872292968987,32.78872292968987,0.087,SfccfF
LA4130,48-664,40.1,15.0,12.289971667577454,15.898386017827617,30.89838601782762,30.89838601782762,0.0845,SfccfF
LA4130,45-695,40.1,27.0,17.998492375213043,26.482658839817596,53.482658839817596,53.482658839817596,0.082,SfccfF
LA4130,LA4917,40.1,15.1,11.964850308676562,16.963828031907074,32.06382803190707,32.06382803190707,0.0795,SfccfF
LA4765,LA4249,50.2,10.0,9.975089115451986,13.31448301427808,23.314483014278082,23.314483014278082,0.078,SfccfF
LA4130,48-667,40.1,36.0,20.88591434538194,24.305932043834286,60.30593204383429,60.30593204383429,0.0735,SfccfF
LA4130,LA4280,40.1,10.0,9.749002684689353,13.149166187331435,23.149166187331435,23.149166187331435,0.073,SfccfF
LA4130,LA4194,40.1,20.1,15.497733337893424,18.970752399807147,39.07075239980715,39.07075239980715,0.061,SfccfF
LA4130,89-412,40.1,15.0,11.924051689896618,15.324198289984947,30.32419828998495,30.32419828998495,0.059,SfccfF
LA4130,45-692,40.1,18.0,14.285262927133186,17.768280486151088,35.768280486151085,35.768280486151085,0.0585,SfccfF
LA4130,45-690,40.1,9.0,9.704621136389909,13.136634619722948,22.136634619722948,22.136634619722948,0.057,SfccfF
LA4765,89-411,50.2,10.0,9.715315504720762,14.451383386869642,24.451383386869644,24.451383386869644,0.056,SfccfF
LA4130,36-679,40.1,21.0,15.642358452981838,19.089460222824126,40.08946022282413,40.08946022282413,0.0505,SfccfF
LA4130,48-665,40.1,24.0,16.98763211827916,20.389823535305105,44.389823535305105,44.389823535305105,0.0495,SfccfF
LA4130,LA4249,40.1,10.0,9.717987580266852,16.09150564493677,26.09150564493677,26.09150564493677,0.0455,SfccfF
LA4130,89-411,40.1,10.0,9.701086167312402,17.582072199748463,27.582072199748463,27.582072199748463,0.0455,SfccfF
LA4130,70-888,40.1,12.0,9.735005030352292,13.250753916130224,25.250753916130222,25.250753916130222,0.045,SfccfF
LA4130,70-886,40.1,8.0,9.858459998474592,13.287114113585277,21.287114113585275,21.287114113585275,0.044,SfccfF
LA4130,LA4966,40.1,30.1,19.049440711566724,22.47666813999328,52.57666813999328,52.57666813999328,0.043,SfccfF
LA4765,45-690,50.2,9.0,9.723072214792719,18.141106154861976,27.141106154861976,27.141106154861976,0.042,SfccfF
LA4765,89-412,50.2,15.0,13.759184480117002,16.966762415136664,31.966762415136664,31.966762415136664,0.0375,SfccfF
LA4130,89-413,40.1,20.0,15.313893280263978,18.75898482713269,38.75898482713269,38.75898482713269,0.0365,SfccfF
LA4130,LA4039,40.1,9.0,9.728043973894023,13.4028386886943,22.402838688694303,22.402838688694303,0.0315,SfccfF
LA4765,45-692,50.2,18.0,15.687688198681874,19.061632679998315,37.06163267999831,37.06163267999831,0.031,SfccfF
LA4130,89-414,40.1,25.0,16.65993828914219,20.22752958548051,45.22752958548051,45.22752958548051,0.03,SfccfF
LA4130,36-680,40.1,36.0,19.873589170619393,26.404837786957344,62.404837786957344,62.404837786957344,0.0275,SfccfF
