lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
49-961,LA4936,40.0,30.1,19.013258532596417,24.150747836488158,54.25074783648816,54.25074783648816,0.191,SfccfF
49-961,LA4003,40.0,35.0,19.64097454583445,24.68044813773929,59.68044813773929,59.68044813773929,0.187,SfccfF
49-961,LA4130,40.0,40.1,20.821611819894176,25.85224368396143,65.95224368396143,65.95224368396143,0.185,SfccfF
49-961,48-024,40.0,25.0,17.193429896814337,22.23578983961081,47.23578983961081,47.23578983961081,0.1625,SfccfF
49-961,LA4765,40.0,50.2,21.844822818497622,26.872485646719444,77.07248564671944,77.07248564671944,0.161,SfccfF
49-961,LA4002,40.0,25.0,16.99384564822637,24.07485651148403,49.07485651148403,49.07485651148403,0.153,SfccfF
49-961,48-025,40.0,30.0,18.572071010855982,26.027573484433926,56.02757348443393,56.02757348443393,0.138,SfccfF
49-961,LA4647,40.0,20.1,14.868783855823713,21.64714512183135,41.74714512183135,41.74714512183135,0.1325,SfccfF
49-961,48-026,40.0,40.0,20.7034783901307,25.734878678734262,65.73487867873426,65.73487867873426,0.131,SfccfF
49-961,48-669,40.0,36.0,19.785804619735988,24.820806533018846,60.820806533018846,60.820806533018846,0.1295,SfccfF
49-961,45-694,40.0,18.0,13.731275724230327,18.951446956821496,36.9514469568215,36.9514469568215,0.1285,SfccfF
49-961,48-027,40.0,50.0,22.602959139015297,27.71158736097205,77.71158736097205,77.71158736097205,0.1225,SfccfF
49-961,36-684,40.0,72.0,23.43769423049821,28.44680438018572,100.44680438018572,100.44680438018572,0.1185,SfccfF
49-961,36-683,40.0,25.0,16.94323852462754,21.944471514181373,46.94447151418137,46.94447151418137,0.106,SfccfF
49-961,36-685,40.0,84.0,23.864745214587987,28.889556898116002,112.889556898116,112.889556898116,0.0965,SfccfF
49-961,36-682,40.0,20.0,12.959303876362736,28.26564562277012,48.26564562277012,48.26564562277012,0.0955,SfccfF
49-961,48-668,40.0,18.0,12.587298800195814,24.196812921893123,42.19681292189313,42.19681292189313,0.093,SfccfF
49-961,36-681,40.0,22.0,15.822458091613585,20.834444964411894,42.834444964411894,42.834444964411894,0.091,SfccfF
49-961,48-666,40.0,12.0,9.796490103996106,14.804069369110165,26.804069369110167,26.804069369110167,0.0875,SfccfF
49-961,LA4001,40.0,15.0,13.12207345789822,18.12984875903391,33.129848759033905,33.129848759033905,0.0845,SfccfF
49-961,45-695,40.0,27.0,17.484748238240485,22.487041437498103,49.48704143749811,49.48704143749811,0.083,SfccfF
49-964,84-277,80.0,25.0,30.023961078357008,33.564221110718755,58.564221110718755,58.564221110718755,0.076,SfccfF
49-961,48-664,40.0,15.0,11.274786788362402,16.43343650298336,31.43343650298336,31.43343650298336,0.0725,SfccfF
49-961,45-693,40.0,13.5,9.710700962116222,22.945142812036572,36.44514281203657,36.44514281203657,0.067,SfccfF
49-961,LA4280,40.0,10.0,9.76720403625919,14.778899578951156,24.778899578951155,24.778899578951155,0.0665,SfccfF
49-964,84-279,80.0,45.0,41.65266271435931,45.176596063308736,90.17659606330874,90.17659606330874,0.065,SfccfF
49-961,LA4194,40.0,20.1,14.647642294037105,19.66553227000673,39.76553227000673,39.76553227000673,0.0645,SfccfF
49-964,45-693,80.0,13.5,16.107561395288172,19.614376729901505,33.11437672990151,33.11437672990151,0.0635,SfccfF
49-961,45-692,40.0,18.0,13.486704587744677,18.570961699449562,36.57096169944956,36.57096169944956,0.063,SfccfF
49-964,48-666,80.0,12.0,13.572261367030158,19.057762752353756,31.057762752353756,31.057762752353756,0.0625,SfccfF
49-964,LA4280,80.0,10.0,9.708169780496881,14.693461279346913,24.693461279346913,24.693461279346913,0.062,SfccfF
49-964,36-682,80.0,20.0,22.77371692781441,31.873550145537667,51.87355014553766,51.87355014553766,0.062,SfccfF
49-961,45-691,40.0,12.0,9.894161901017707,19.867110836290966,31.867110836290966,31.867110836290966,0.0615,SfccfF
49-964,89-411,80.0,10.0,10.335934972035105,14.159289017512796,24.159289017512798,24.159289017512798,0.0605,SfccfF
49-961,89-411,40.0,10.0,9.717300567953238,14.760740462131302,24.760740462131302,24.760740462131302,0.059,SfccfF
49-964,45-691,80.0,12.0,13.029947701002635,16.932836438522937,28.932836438522937,28.932836438522937,0.0585,SfccfF
49-961,LA4249,40.0,10.0,9.77795043632747,14.783019434204327,24.783019434204327,24.783019434204327,0.0575,SfccfF
49-961,LA4966,40.0,30.1,17.90219298863274,23.96631999955346,54.06631999955346,54.06631999955346,0.0555,SfccfF
49-961,36-679,40.0,21.0,14.78975407358961,19.869656884188846,40.86965688418884,40.86965688418884,0.052,SfccfF
49-961,89-412,40.0,15.0,10.756514097027399,15.900368820536654,30.900368820536656,30.900368820536656,0.0435,SfccfF
49-964,LA4042,80.0,60.0,44.79871448817552,62.829426051641896,122.82942605164189,122.82942605164189,0.0395,SfccfF
49-961,LA4917,40.0,15.1,9.702403754088552,31.441212741810105,46.54121274181011,46.54121274181011,0.039,SfccfF
49-964,70-886,80.0,8.0,10.119376289069223,13.798030448214352,21.79803044821435,21.79803044821435,0.0345,SfccfF
49-961,70-888,40.0,12.0,9.986844180297684,19.38684406412642,31.38684406412642,31.38684406412642,0.0335,SfccfF
49-961,89-414,40.0,25.0,15.542788794242119,20.972383772229318,45.97238377222932,45.97238377222932,0.033,SfccfF
49-961,70-886,40.0,8.0,9.829738818796786,18.8567898445091,26.8567898445091,26.8567898445091,0.0325,SfccfF
49-961,48-665,40.0,24.0,15.729490260467784,20.875794288252905,44.875794288252905,44.875794288252905,0.0325,SfccfF
49-961,45-690,40.0,9.0,9.793692370929106,17.311666618280462,26.311666618280462,26.311666618280462,0.032,SfccfF
49-964,48-028,80.0,100.0,51.12282680252799,54.67728529466804,154.67728529466802,154.67728529466802,0.032,SfccfF
49-961,36-680,40.0,36.0,18.711117270424083,23.923088862374144,59.923088862374144,59.923088862374144,0.0315,SfccfF
49-964,89-412,80.0,15.0,14.766326765385843,23.455897586461766,38.45589758646177,38.45589758646177,0.03,SfccfF
49-961,LA4039,40.0,9.0,9.70239620401407,15.009214158409883,24.009214158409883,24.009214158409883,0.0285,SfccfF
49-961,70-885,40.0,9.0,9.708297864609001,19.92470572414815,28.92470572414815,28.92470572414815,0.0185,SfccfF
49-964,70-888,80.0,12.0,10.42199431562832,14.131011161506764,26.131011161506763,26.131011161506763,0.018,SfccfF
49-961,LA4036,40.0,6.0,9.70133295527343,16.002937853168397,22.002937853168397,22.002937853168397,0.016,SfccfF
49-961,70-884,40.0,6.0,9.753882166495973,17.18995015688724,23.18995015688724,23.18995015688724,0.0155,SfccfF
49-961,89-413,40.0,20.0,9.955651839773555,15.7549330784589,35.7549330784589,35.7549330784589,0.0145,SfccfF
49-964,LA4001,80.0,15.0,9.724952731381201,14.106918539741944,29.106918539741944,29.106918539741944,0.0115,SfccfF
