lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
36-679,84-277,21.0,25.0,9.809948658996287,12.312790996230655,37.31279099623065,37.31279099623065,0.127,SfccfF
36-679,36-681,21.0,22.0,9.704733252138508,12.240654462834302,34.2406544628343,34.2406544628343,0.1245,SfccfF
36-679,48-024,21.0,25.0,9.796711063027724,12.434154109145252,37.434154109145254,37.434154109145254,0.1235,SfccfF
36-679,LA4647,21.0,20.1,9.752288035432445,12.46457995157348,32.56457995157348,32.56457995157348,0.121,SfccfF
36-679,36-683,21.0,25.0,9.722029889440527,12.223304471042495,37.223304471042496,37.223304471042496,0.118,SfccfF
36-679,48-025,21.0,30.0,10.254561829187073,12.913830815455034,42.913830815455036,42.913830815455036,0.116,SfccfF
36-679,LA4002,21.0,25.0,9.82533790975904,12.334077230510552,37.33407723051055,37.33407723051055,0.1155,SfccfF
36-679,LA4001,21.0,15.0,9.71926076551924,12.328666587497384,27.328666587497384,27.328666587497384,0.1145,SfccfF
36-679,36-682,21.0,20.0,9.716796034589501,12.23860150085842,32.23860150085842,32.23860150085842,0.1145,SfccfF
36-679,48-668,21.0,18.0,9.72066724186965,12.241853642252416,30.241853642252416,30.241853642252416,0.1135,SfccfF
36-679,45-693,21.0,13.5,9.704805027268435,12.247229361977178,25.747229361977176,25.747229361977176,0.112,SfccfF
36-679,84-278,21.0,30.0,10.215686203372064,14.522094610431687,44.52209461043169,44.52209461043169,0.1095,SfccfF
36-679,LA4130,21.0,40.1,10.910636008160976,13.534287772093174,53.634287772093174,53.634287772093174,0.1095,SfccfF
36-679,LA4936,21.0,30.1,10.337684992475472,12.853490921151144,42.95349092115114,42.95349092115114,0.1015,SfccfF
36-679,84-279,21.0,45.0,11.141291189413238,13.695158460304341,58.69515846030434,58.69515846030434,0.099,SfccfF
36-679,48-026,21.0,40.0,10.966696370144382,13.478788905333325,53.478788905333325,53.478788905333325,0.0985,SfccfF
36-679,48-669,21.0,36.0,10.653157078679545,13.169559188083706,49.16955918808371,49.16955918808371,0.098,SfccfF
36-679,LA4003,21.0,35.0,11.29587958798314,13.891125771667953,48.89112577166795,48.89112577166795,0.0975,SfccfF
36-679,LA4042,21.0,60.0,11.609608666956564,14.112804200056317,74.11280420005632,74.11280420005632,0.0945,SfccfF
36-679,48-027,21.0,50.0,11.473762050312002,14.020715974731734,64.02071597473173,64.02071597473173,0.0905,SfccfF
36-679,84-281,21.0,75.0,11.956541158052836,14.490933875722659,89.49093387572266,89.49093387572266,0.0885,SfccfF
36-679,36-685,21.0,84.0,12.156160261573,14.694745052774461,98.69474505277446,98.69474505277446,0.088,SfccfF
36-679,84-280,21.0,60.0,11.607199183065818,14.108058801914737,74.10805880191474,74.10805880191474,0.084,SfccfF
36-679,36-684,21.0,72.0,11.877607452790876,14.479638849843225,86.47963884984323,86.47963884984323,0.084,SfccfF
36-679,LA4765,21.0,50.2,11.4204723980357,13.94881969759813,64.14881969759813,64.14881969759813,0.0805,SfccfF
36-679,48-666,21.0,12.0,9.707667283301454,12.25771418583796,24.257714185837962,24.257714185837962,0.0775,SfccfF
48-665,89-412,24.0,15.0,9.704835502675813,13.549245429452272,28.54924542945227,28.54924542945227,0.0735,SfccfF
48-665,89-413,24.0,20.0,9.899016149519282,12.435593225731356,32.43559322573135,32.43559322573135,0.07,SfccfF
48-665,89-414,24.0,25.0,10.876196437765868,13.498651455560548,38.49865145556055,38.49865145556055,0.064,SfccfF
48-665,LA4249,24.0,10.0,9.83399880610929,12.411396330149888,22.411396330149888,22.411396330149888,0.057,SfccfF
48-665,89-411,24.0,10.0,10.491795933008117,13.132594192953563,23.13259419295356,23.13259419295356,0.052,SfccfF
48-665,70-888,24.0,12.0,9.767069763442954,12.430903467657025,24.430903467657025,24.430903467657025,0.0505,SfccfF
48-665,70-886,24.0,8.0,9.72332931340081,13.112417578790932,21.112417578790932,21.112417578790932,0.037,SfccfF
48-665,LA4039,24.0,9.0,9.814745092494654,12.335823955313641,21.335823955313643,21.335823955313643,0.037,SfccfF
45-691,45-690,12.0,9.0,9.793847070918213,12.366334936361598,21.366334936361596,21.366334936361596,0.033,SfccfF
45-691,70-886,12.0,8.0,9.72989671674269,12.355728044373471,20.35572804437347,20.35572804437347,0.0305,SfccfF
45-691,LA4280,12.0,10.0,9.771692801139448,12.376623539368902,22.3766235393689,22.3766235393689,0.0255,SfccfF
45-691,LA4039,12.0,9.0,9.828677135440747,12.655668392348938,21.655668392348936,21.655668392348936,0.025,SfccfF
45-691,LA4249,12.0,10.0,9.76308230157434,12.270436447940426,22.270436447940426,22.270436447940426,0.0245,SfccfF
48-665,70-884,24.0,6.0,9.705617973196112,12.46047342921611,18.46047342921611,18.46047342921611,0.024,SfccfF
45-691,48-666,12.0,12.0,9.806134651069868,12.327205045316212,24.327205045316212,24.327205045316212,0.023,SfccfF
45-691,70-885,12.0,9.0,9.738507194007749,12.382422697913428,21.382422697913427,21.382422697913427,0.0215,SfccfF
45-691,LA4001,12.0,15.0,9.806134643322299,12.30917124225054,27.309171242250542,27.309171242250542,0.0215,SfccfF
45-691,89-411,12.0,10.0,9.704065347915106,12.21853562180332,22.21853562180332,22.21853562180332,0.02,SfccfF
48-665,70-885,24.0,9.0,10.444198800455373,12.96217308256157,21.96217308256157,21.96217308256157,0.019,SfccfF
48-665,LA4036,24.0,6.0,9.762694227348316,12.275209220308366,18.275209220308366,18.275209220308366,0.018,SfccfF
45-691,48-664,12.0,15.0,9.714708447239476,12.668211240189608,27.668211240189606,27.668211240189606,0.0175,SfccfF
