lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
48-027,84-277,50.0,25.0,21.824745394492854,25.270890836143025,50.270890836143025,50.270890836143025,0.1365,SfccfF
48-027,48-024,50.0,25.0,21.59323739201475,26.9230368800592,51.9230368800592,51.9230368800592,0.1315,SfccfF
48-027,84-278,50.0,30.0,23.802438885952867,27.209546072359533,57.20954607235953,57.20954607235953,0.1195,SfccfF
48-027,LA4003,50.0,35.0,25.26396070832773,28.78207091182513,63.78207091182513,63.78207091182513,0.1135,SfccfF
48-027,LA4936,50.0,30.1,23.832323746953822,27.349768987139537,57.449768987139535,57.449768987139535,0.107,SfccfF
48-027,48-025,50.0,30.0,23.45240404639021,30.73961545899578,60.73961545899578,60.73961545899578,0.106,SfccfF
48-027,LA4647,50.0,20.1,19.13441529320772,22.538560263703726,42.638560263703724,42.638560263703724,0.1015,SfccfF
48-027,48-026,50.0,40.0,26.768567302990196,30.17000274988003,70.17000274988003,70.17000274988003,0.101,SfccfF
48-027,36-682,50.0,20.0,18.0809114036817,23.84015419121188,43.84015419121188,43.84015419121188,0.0975,SfccfF
48-027,48-669,50.0,36.0,25.414955837140468,30.523004005842115,66.52300400584211,66.52300400584211,0.097,SfccfF
48-027,45-694,50.0,18.0,17.07730382400871,20.591002983561726,38.59100298356172,38.59100298356172,0.0895,SfccfF
48-027,LA4002,50.0,25.0,18.76440306298661,42.38287343953578,67.38287343953579,67.38287343953579,0.086,SfccfF
48-027,84-279,50.0,45.0,27.57971856894877,32.17336242451951,77.17336242451951,77.17336242451951,0.0855,SfccfF
48-027,36-683,50.0,25.0,21.85411444001928,25.381804708402715,50.38180470840271,50.38180470840271,0.085,SfccfF
36-684,84-277,72.0,25.0,28.48899460419539,31.50305764577181,56.50305764577181,56.50305764577181,0.084,SfccfF
48-027,45-691,50.0,12.0,10.992493008994504,14.548151331117579,26.54815133111758,26.54815133111758,0.083,SfccfF
36-684,LA4280,72.0,10.0,10.603098302066297,13.756133769743029,23.75613376974303,23.75613376974303,0.081,SfccfF
36-684,36-682,72.0,20.0,23.557971618440813,26.667701715455674,46.66770171545568,46.66770171545568,0.0765,SfccfF
48-027,48-668,50.0,18.0,14.133171271415053,30.542324852722484,48.54232485272249,48.54232485272249,0.0765,SfccfF
48-027,LA4042,50.0,60.0,29.729810668977695,33.42838047117809,93.42838047117809,93.42838047117809,0.0765,SfccfF
48-027,36-684,50.0,72.0,30.811287266154913,34.22155843950146,106.22155843950145,106.22155843950145,0.0765,SfccfF
48-027,48-027,50.0,50.0,28.84864503426702,32.32616487036343,82.32616487036343,82.32616487036343,0.0755,SfccfF
48-027,LA4765,50.0,50.2,30.76800462633331,34.20319144400596,84.40319144400596,84.40319144400596,0.0755,SfccfF
48-027,36-685,50.0,84.0,31.437693972575687,36.27794006910348,120.27794006910348,120.27794006910348,0.074,SfccfF
48-027,48-028,50.0,100.0,32.38711623575794,36.03992374071675,136.03992374071674,136.03992374071674,0.074,SfccfF
48-027,36-681,50.0,22.0,19.918053616975637,23.331482537510198,45.3314825375102,45.3314825375102,0.0735,SfccfF
48-027,84-281,50.0,75.0,31.223997278990744,34.78714023169907,109.78714023169907,109.78714023169907,0.072,SfccfF
48-027,LA4001,50.0,15.0,14.296458752244536,25.11398522896485,40.11398522896485,40.11398522896485,0.066,SfccfF
36-684,LA4003,72.0,35.0,34.09342148640484,37.40199960620947,72.40199960620947,72.40199960620947,0.062,SfccfF
48-027,48-664,50.0,15.0,14.13210737572329,17.54190738985622,32.54190738985622,32.54190738985622,0.0615,SfccfF
36-684,45-694,72.0,18.0,21.637162431736247,24.696250330092383,42.69625033009238,42.69625033009238,0.0615,SfccfF
48-027,45-695,50.0,27.0,22.156136151434723,25.572660474980637,52.57266047498064,52.57266047498064,0.0585,SfccfF
48-027,LA4917,50.0,15.1,10.862503405663537,24.151703373063093,39.251703373063094,39.251703373063094,0.0525,SfccfF
36-684,84-279,72.0,45.0,37.048721329171904,53.151525074180746,98.15152507418074,98.15152507418074,0.0515,SfccfF
48-027,LA4194,50.0,20.1,18.209007358062962,21.611323824120994,41.711323824120996,41.711323824120996,0.0505,SfccfF
48-027,45-692,50.0,18.0,16.617961559682215,20.063344904107097,38.0633449041071,38.0633449041071,0.0495,SfccfF
48-027,45-690,50.0,9.0,9.701663171789326,13.103273011148556,22.103273011148556,22.103273011148556,0.0475,SfccfF
36-684,LA4001,72.0,15.0,20.548131836116376,23.553023394120245,38.553023394120245,38.553023394120245,0.0465,SfccfF
36-684,48-027,72.0,50.0,40.33732597831774,43.37086994049404,93.37086994049403,93.37086994049403,0.04,SfccfF
48-027,70-886,50.0,8.0,9.789783577477792,13.25578490195287,21.25578490195287,21.25578490195287,0.038,SfccfF
48-027,70-888,50.0,12.0,9.999461854817422,14.466987985396061,26.46698798539606,26.46698798539606,0.0335,SfccfF
48-027,48-666,50.0,12.0,9.776818826719095,29.578608053651816,41.57860805365182,41.57860805365182,0.028,SfccfF
48-027,LA4036,50.0,6.0,9.8037503369959,13.2051716237195,19.2051716237195,19.2051716237195,0.027,SfccfF
48-027,89-413,50.0,20.0,15.852846073350449,19.443027784150633,39.44302778415063,39.44302778415063,0.024,SfccfF
48-027,70-884,50.0,6.0,9.745080952678535,14.25409791515085,20.25409791515085,20.25409791515085,0.02,SfccfF
48-027,89-412,50.0,15.0,10.082839760168584,13.59589889876576,28.59589889876576,28.59589889876576,0.018,SfccfF
48-027,70-885,50.0,9.0,10.219041817002678,13.67292747850479,22.67292747850479,22.67292747850479,0.0175,SfccfF
48-668,LA4026,18.0,6.0,9.89671111058233,14.51269153936959,20.51269153936959,20.51269153936959,0.0135,SfccfF
48-027,LA4026,50.0,6.0,9.778313935221993,15.978313910055995,21.978313910055995,21.978313910055995,0.0125,SfccfF
36-684,36-680,72.0,36.0,55.74589805031199,58.813890623710634,94.81389062371063,94.81389062371063,0.01,SfccfF
48-027,89-414,50.0,25.0,38.8966744945822,42.49103615623594,67.49103615623594,67.49103615623594,0.0095,SfccfF
48-027,70-883,50.0,6.0,9.811346466116238,13.213155851786219,19.21315585178622,19.21315585178622,0.0085,SfccfF
48-027,84-280,50.0,60.0,25.724464913900967,29.240803250281125,89.24080325028112,89.24080325028112,0.0075,SfccfF
48-027,36-679,50.0,21.0,10.023680850023842,13.450487511533412,34.45048751153341,34.45048751153341,0.007,SfccfF
36-684,LA4936,72.0,30.1,58.6,61.89842179896503,91.99842179896504,91.99842179896504,0.007,SfccfF
48-027,LA4024,50.0,4.0,10.621411597526322,14.031315040093165,18.031315040093165,18.031315040093165,0.0065,SfccfF
48-027,70-882,50.0,4.0,9.7018174562441,13.3559194059421,17.3559194059421,17.3559194059421,0.006,SfccfF
