lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
LA4003,LA4003,35.0,35.0,17.96623324082885,21.690145168749638,56.69014516874964,56.69014516874964,0.2335,SfccfF
LA4003,LA4130,35.0,40.1,18.66060635653538,22.28607631400046,62.38607631400046,62.38607631400046,0.211,SfccfF
LA4003,LA4765,35.0,50.2,19.61456680595319,23.33152723329671,73.53152723329671,73.53152723329671,0.2045,SfccfF
LA4003,48-669,35.0,36.0,18.064268390653005,21.67071267442786,57.67071267442786,57.67071267442786,0.1845,SfccfF
LA4003,48-024,35.0,25.0,15.671842530641618,22.59554112783171,47.59554112783171,47.59554112783171,0.178,SfccfF
LA4003,48-025,35.0,30.0,17.22949004924129,20.83974827047176,50.83974827047176,50.83974827047176,0.177,SfccfF
LA4003,48-026,35.0,40.0,18.658275557475218,22.261365925703466,62.261365925703466,62.261365925703466,0.177,SfccfF
LA4003,36-682,35.0,20.0,13.322278078450877,21.4865290901215,41.4865290901215,41.4865290901215,0.1535,SfccfF
LA4003,48-027,35.0,50.0,19.641646841944308,23.2629727369529,73.2629727369529,73.2629727369529,0.153,SfccfF
LA4003,36-684,35.0,72.0,20.778577527819806,26.782725076323445,98.78272507632344,98.78272507632344,0.153,SfccfF
LA4003,48-668,35.0,18.0,13.08152270593325,17.582724378125054,35.58272437812505,35.58272437812505,0.151,SfccfF
LA4003,36-683,35.0,25.0,15.838844839190463,19.49719824883776,44.49719824883776,44.49719824883776,0.1475,SfccfF
LA4003,LA4647,35.0,20.1,14.828400145022119,18.615021337768457,38.71502133776846,38.71502133776846,0.143,SfccfF
LA4003,48-028,35.0,100.0,21.74221356324915,25.346542522420087,125.3465425224201,125.3465425224201,0.1425,SfccfF
LA4003,45-694,35.0,18.0,13.165684059590957,16.849690368569124,34.84969036856913,34.84969036856913,0.139,SfccfF
LA4003,36-685,35.0,84.0,21.203289553739314,25.00406884990391,109.00406884990392,109.00406884990392,0.135,SfccfF
LA4003,36-681,35.0,22.0,15.102588501279477,18.753934172994278,40.75393417299428,40.75393417299428,0.1255,SfccfF
LA4003,45-693,35.0,13.5,10.132853431366964,13.734593472118377,27.234593472118377,27.234593472118377,0.1195,SfccfF
LA4003,45-691,35.0,12.0,9.7713869451488,13.371589409815956,25.371589409815954,25.371589409815954,0.111,SfccfF
48-668,48-668,18.0,18.0,9.746475703979316,14.25302932768818,32.25302932768818,32.25302932768818,0.1085,SfccfF
LA4003,45-695,35.0,27.0,16.203384094024106,19.86327140799693,46.86327140799693,46.86327140799693,0.108,SfccfF
48-668,LA4001,18.0,15.0,9.7335921112927,14.252250335761621,29.252250335761623,29.252250335761623,0.105,SfccfF
LA4003,48-667,35.0,36.0,17.994303452406708,21.6934639064535,57.6934639064535,57.6934639064535,0.1,SfccfF
48-668,48-024,18.0,25.0,9.701479477540376,14.252183947632716,39.252183947632716,39.252183947632716,0.098,SfccfF
48-668,84-277,18.0,25.0,9.703932607766735,14.263373431139629,39.26337343113963,39.26337343113963,0.097,SfccfF
LA4003,48-666,35.0,12.0,9.720154417563764,14.743509834193574,26.743509834193574,26.743509834193574,0.0965,SfccfF
48-668,45-694,18.0,18.0,9.702439160111528,14.311919115287793,32.31191911528779,32.31191911528779,0.096,SfccfF
48-668,36-682,18.0,20.0,9.736401218418203,14.300967004592948,34.30096700459295,34.30096700459295,0.0905,SfccfF
48-668,LA4647,18.0,20.1,9.707204831202173,14.291516258858943,34.39151625885894,34.39151625885894,0.0905,SfccfF
48-668,36-681,18.0,22.0,9.795897987070067,14.299878702629734,36.299878702629734,36.299878702629734,0.09,SfccfF
LA4003,LA4917,35.0,15.1,11.056008417700474,14.667218562429456,29.767218562429456,29.767218562429456,0.088,SfccfF
48-668,36-683,18.0,25.0,9.750813072158262,14.26055840247912,39.26055840247912,39.26055840247912,0.0845,SfccfF
48-668,LA4002,18.0,25.0,9.716371262932254,14.240655907376736,39.240655907376734,39.240655907376734,0.0835,SfccfF
48-668,48-669,18.0,36.0,9.70321555409329,14.241694834662505,50.2416948346625,50.2416948346625,0.082,SfccfF
48-668,48-664,18.0,15.0,9.733592104654685,14.25278489596541,29.252784895965412,29.252784895965412,0.0815,SfccfF
48-668,LA4130,18.0,40.1,9.720048681631871,14.244420258000838,54.34442025800084,54.34442025800084,0.0805,SfccfF
48-668,LA4936,18.0,30.1,9.705922163999466,14.240383373258943,44.340383373258945,44.340383373258945,0.08,SfccfF
LA4003,48-664,35.0,15.0,10.986674052360652,14.696614609463081,29.696614609463083,29.696614609463083,0.0795,SfccfF
48-668,LA4003,18.0,35.0,9.749465148336565,14.27776278436051,49.27776278436051,49.27776278436051,0.0775,SfccfF
48-668,89-413,18.0,20.0,9.702220714236928,14.224811934977433,34.22481193497743,34.22481193497743,0.077,SfccfF
LA4003,LA4194,35.0,20.1,13.787053392741349,17.700610693890194,37.80061069389019,37.80061069389019,0.076,SfccfF
