lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
49-961,84-278,40.0,30.0,18.3233925273306,26.446144705249512,56.44614470524951,56.44614470524951,0.2075,SfccfF
49-961,84-280,40.0,60.0,22.714289700087484,27.86734920518469,87.8673492051847,87.8673492051847,0.198,SfccfF
49-961,84-279,40.0,45.0,21.291977761994588,26.728390948206002,71.728390948206,71.728390948206,0.197,SfccfF
49-961,84-281,40.0,75.0,23.447983165795954,30.505728677119738,105.50572867711973,105.50572867711973,0.182,SfccfF
36-690,48-024,40.0,25.0,15.217887129237278,23.34940327530736,48.34940327530736,48.34940327530736,0.174,SfccfF
49-961,LA4327,40.0,75.3,23.487839411005314,28.53549769720918,103.83549769720918,103.83549769720918,0.1495,SfccfF
49-962,LA4936,50.0,30.1,23.127392412484905,27.656742186562376,57.75674218656238,57.75674218656238,0.145,SfccfF
36-690,36-682,40.0,20.0,12.832119420761959,20.93341319920094,40.93341319920094,40.93341319920094,0.141,SfccfF
49-962,LA4003,50.0,35.0,24.437693802422213,30.64380896930535,65.64380896930535,65.64380896930535,0.135,SfccfF
49-962,LA4002,50.0,25.0,21.18826126860738,25.796067842110155,50.796067842110155,50.796067842110155,0.134,SfccfF
49-962,84-278,50.0,30.0,23.001786628336898,28.051858965994715,58.05185896599471,58.05185896599471,0.134,SfccfF
49-962,84-277,50.0,25.0,21.197473605359946,25.8229171857646,50.822917185764595,50.822917185764595,0.1325,SfccfF
49-962,84-279,50.0,45.0,27.048959116942175,31.62280314851488,76.62280314851488,76.62280314851488,0.128,SfccfF
49-962,84-280,50.0,60.0,29.26412054373378,33.77740967079617,93.77740967079617,93.77740967079617,0.128,SfccfF
49-962,48-024,50.0,25.0,20.815100100578185,27.850449387776077,52.85044938777608,52.85044938777608,0.1225,SfccfF
36-690,45-694,40.0,18.0,11.782672805883056,19.9036272227187,37.9036272227187,37.9036272227187,0.122,SfccfF
36-690,48-668,40.0,18.0,11.685659141155307,20.963446665065923,38.96344666506592,38.96344666506592,0.119,SfccfF
36-690,36-683,40.0,25.0,14.913738114401012,23.819019947489974,48.81901994748998,48.81901994748998,0.118,SfccfF
49-962,84-281,50.0,75.0,30.648125521404005,35.369612400528034,110.36961240052804,110.36961240052804,0.115,SfccfF
49-962,48-025,50.0,30.0,22.738609934666073,31.346090941218417,61.34609094121842,61.34609094121842,0.111,SfccfF
36-690,36-681,40.0,22.0,14.10084577219222,22.104559049191096,44.104559049191096,44.104559049191096,0.1045,SfccfF
49-961,84-277,40.0,25.0,14.897262472349961,39.15140801494403,64.15140801494402,64.15140801494402,0.103,SfccfF
49-962,48-668,50.0,18.0,16.609127274767932,21.61690451522942,39.61690451522942,39.61690451522942,0.098,SfccfF
49-962,LA4327,50.0,75.3,30.24473398593862,34.80796422849088,110.10796422849089,110.10796422849089,0.098,SfccfF
49-962,36-683,50.0,25.0,20.72948984085716,25.921498944059223,50.92149894405922,50.92149894405922,0.092,SfccfF
36-690,45-695,40.0,27.0,15.360795431394273,24.661590729514554,51.66159072951456,51.66159072951456,0.09,SfccfF
49-962,48-026,50.0,40.0,26.746712209929104,31.363568296298638,71.36356829629864,71.36356829629864,0.09,SfccfF
36-690,LA4917,40.0,15.1,9.778587323904889,17.786323559488906,32.88632355948891,32.88632355948891,0.0895,SfccfF
