lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
36-683,36-682,25.0,20.0,10.106970754973347,14.154779894861688,34.15477989486169,34.15477989486169,0.268,SfccfF
36-683,LA4647,25.0,20.1,10.377526577968835,13.880842225792113,33.98084222579212,33.98084222579212,0.2595,SfccfF
36-683,36-683,25.0,25.0,11.539087707684558,15.171170663329585,40.17117066332958,40.17117066332958,0.25,SfccfF
36-683,84-277,25.0,25.0,11.306232448273073,15.787734395589105,40.787734395589105,40.787734395589105,0.2475,SfccfF
36-683,LA4002,25.0,25.0,11.426766402108928,14.933051204592504,39.9330512045925,39.9330512045925,0.247,SfccfF
36-683,48-024,25.0,25.0,11.278640328098952,16.351866847094712,41.35186684709471,41.35186684709471,0.239,SfccfF
36-683,84-278,25.0,30.0,11.971785158626536,15.684809950741483,45.68480995074148,45.68480995074148,0.2295,SfccfF
36-683,45-694,25.0,18.0,9.702903877780136,13.219566763416191,31.21956676341619,31.21956676341619,0.229,SfccfF
36-683,LA4936,25.0,30.1,11.989695127877628,15.86246042414042,45.96246042414042,45.96246042414042,0.228,SfccfF
36-683,48-668,25.0,18.0,9.703947968106318,13.268583935619553,31.268583935619553,31.268583935619553,0.223,SfccfF
36-683,48-026,25.0,40.0,12.847660628846416,16.390686587047664,56.39068658704767,56.39068658704767,0.22,SfccfF
36-683,48-025,25.0,30.0,11.985974813698617,15.743345573756844,45.74334557375684,45.74334557375684,0.2125,SfccfF
36-683,LA4130,25.0,40.1,12.873658555151444,16.387232305482943,56.48723230548295,56.48723230548295,0.207,SfccfF
36-683,48-669,25.0,36.0,12.485410502013071,16.7055671671007,52.705567167100696,52.705567167100696,0.2065,SfccfF
36-683,LA4042,25.0,60.0,13.804057016871536,17.306141118233235,77.30614111823323,77.30614111823323,0.2055,SfccfF
36-683,LA4765,25.0,50.2,13.320620536323718,20.93835155754237,71.13835155754236,71.13835155754236,0.204,SfccfF
36-683,36-681,25.0,22.0,10.704562328447745,14.212721980855898,36.212721980855896,36.212721980855896,0.201,SfccfF
36-683,LA4003,25.0,35.0,12.592908833213121,16.17829387770457,51.17829387770457,51.17829387770457,0.196,SfccfF
36-683,84-280,25.0,60.0,13.735505384007176,17.273616951984316,77.27361695198431,77.27361695198431,0.19,SfccfF
36-683,36-685,25.0,84.0,14.291823654426247,18.08056231589939,102.08056231589939,102.08056231589939,0.19,SfccfF
36-683,84-279,25.0,45.0,13.30454676045798,16.85912973675677,61.85912973675677,61.85912973675677,0.1865,SfccfF
36-683,48-027,25.0,50.0,13.371834621701689,16.893968882441726,66.89396888244173,66.89396888244173,0.186,SfccfF
36-683,84-281,25.0,75.0,14.123681772352825,17.743866991434494,92.74386699143449,92.74386699143449,0.181,SfccfF
36-683,36-684,25.0,72.0,14.074680288909393,17.618796294973986,89.61879629497399,89.61879629497399,0.1785,SfccfF
36-683,48-667,25.0,36.0,12.665448165462575,16.26043727459243,52.260437274592434,52.260437274592434,0.172,SfccfF
36-683,45-695,25.0,27.0,11.42453838801969,15.521804149030741,42.52180414903074,42.52180414903074,0.1695,SfccfF
36-683,48-028,25.0,100.0,14.558901216658649,18.43769804621137,118.43769804621137,118.43769804621137,0.1645,SfccfF
36-683,LA4001,25.0,15.0,9.77828376644128,13.283240238500492,28.28324023850049,28.28324023850049,0.137,SfccfF
36-683,LA4194,25.0,20.1,10.069177055906163,13.667262407349932,33.76726240734993,33.76726240734993,0.124,SfccfF
36-683,LA4917,25.0,15.1,9.760642974066498,13.262958910260199,28.362958910260197,28.362958910260197,0.1225,SfccfF
36-683,45-693,25.0,13.5,9.734027370765777,13.265623457410017,26.765623457410015,26.765623457410015,0.1215,SfccfF
36-683,LA4966,25.0,30.1,11.85566974049131,15.359931842697192,45.459931842697195,45.459931842697195,0.1105,SfccfF
36-683,45-692,25.0,18.0,9.866216109656946,13.367555649100925,31.367555649100925,31.367555649100925,0.0995,SfccfF
36-683,48-664,25.0,15.0,9.745751571680708,15.782905346214237,30.782905346214235,30.782905346214235,0.097,SfccfF
36-683,36-679,25.0,21.0,10.21885217523737,13.7190751311734,34.7190751311734,34.7190751311734,0.0965,SfccfF
36-683,48-666,25.0,12.0,9.708980245806474,13.225792185905018,25.225792185905018,25.225792185905018,0.0835,SfccfF
36-683,45-691,25.0,12.0,9.764902566609607,13.273877947148588,25.273877947148588,25.273877947148588,0.0825,SfccfF
48-028,45-690,100.0,9.0,9.848771322662152,12.79110034216403,21.79110034216403,21.79110034216403,0.0715,SfccfF
36-683,36-680,25.0,36.0,12.307480537520917,16.43807519836054,52.438075198360536,52.438075198360536,0.07,SfccfF
48-028,89-411,100.0,10.0,10.54471425571611,14.11679047791158,24.11679047791158,24.11679047791158,0.0645,SfccfF
48-028,LA4249,100.0,10.0,11.266889078705663,14.491608517485218,24.49160851748522,24.49160851748522,0.06,SfccfF
36-683,LA4280,25.0,10.0,9.90654119862992,13.422838405182121,23.42283840518212,23.42283840518212,0.0585,SfccfF
48-028,LA4280,100.0,10.0,10.21530155954357,15.461139891971778,25.461139891971776,25.461139891971776,0.055,SfccfF
48-028,45-693,100.0,13.5,16.742240119894195,21.647545731948608,35.14754573194861,35.14754573194861,0.0505,SfccfF
