lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
84-280,84-278,60.0,30.0,27.475008602381912,30.999722826554365,60.99972282655436,60.99972282655436,0.118,SfccfF
84-280,LA4003,60.0,35.0,28.777247992945007,38.32425297242736,73.32425297242736,73.32425297242736,0.1025,SfccfF
84-280,84-279,60.0,45.0,32.432668804534636,36.51818342122013,81.51818342122013,81.51818342122013,0.102,SfccfF
84-280,84-281,60.0,75.0,37.39564695782852,40.98913429557568,115.98913429557568,115.98913429557568,0.0935,SfccfF
84-280,84-280,60.0,60.0,35.37079230587135,45.127599422612796,105.1275994226128,105.1275994226128,0.0885,SfccfF
84-280,45-694,60.0,18.0,19.155620101428017,22.895944099778966,40.895944099778966,40.895944099778966,0.0875,SfccfF
84-280,36-682,60.0,20.0,19.980073347015832,26.995883356937966,46.995883356937966,46.995883356937966,0.0845,SfccfF
84-280,LA4130,60.0,40.1,31.16660369608757,35.123080678551545,75.22308067855155,75.22308067855155,0.0845,SfccfF
84-281,LA4003,75.0,35.0,34.58861428725943,39.44287254286575,74.44287254286576,74.44287254286576,0.0805,SfccfF
84-280,48-668,60.0,18.0,19.506643731166218,23.063320269542796,41.0633202695428,41.0633202695428,0.078,SfccfF
84-281,84-277,75.0,25.0,28.779471541258783,32.712394488381435,57.712394488381435,57.712394488381435,0.0775,SfccfF
84-280,LA4327,60.0,75.3,37.39822718834864,40.99133218870279,116.2913321887028,116.2913321887028,0.076,SfccfF
84-280,LA4042,60.0,60.0,35.33016208060815,39.00728839039063,99.00728839039063,99.00728839039063,0.0755,SfccfF
84-280,45-693,60.0,13.5,14.1172348401393,17.745508753970096,31.245508753970096,31.245508753970096,0.075,SfccfF
84-280,LA4647,60.0,20.1,20.31308162319547,29.02148428198146,49.121484281981466,49.121484281981466,0.074,SfccfF
84-281,LA4280,75.0,10.0,9.73214379535377,14.303371541068945,24.303371541068945,24.303371541068945,0.0715,SfccfF
84-280,LA4765,60.0,50.2,35.584044906169225,39.0919367928862,89.2919367928862,89.2919367928862,0.071,SfccfF
84-280,89-411,60.0,10.0,9.844142445780571,13.375295295141505,23.375295295141505,23.375295295141505,0.069,SfccfF
84-280,48-669,60.0,36.0,29.845557108444805,33.37389067321152,69.37389067321152,69.37389067321152,0.068,SfccfF
84-281,LA4647,75.0,20.1,23.304150367729815,31.40637567539606,51.50637567539606,51.50637567539606,0.067,SfccfF
84-280,48-666,60.0,12.0,12.99927404315568,16.533704145051367,28.533704145051367,28.533704145051367,0.0635,SfccfF
84-280,36-683,60.0,25.0,23.089629563130426,34.63425738777324,59.63425738777324,59.63425738777324,0.0625,SfccfF
