lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation
36-681,LA4936,22.0,30.1,10.329490173420078,13.856000472639174,43.956000472639175,43.956000472639175,0.244,SfccfF
36-681,84-277,22.0,25.0,10.086477748682892,13.587298787066675,38.58729878706667,38.58729878706667,0.239,SfccfF
36-681,LA4002,22.0,25.0,10.073309308246008,13.574117521843348,38.57411752184335,38.57411752184335,0.226,SfccfF
36-681,LA4003,22.0,35.0,10.653808691186354,14.156270280847771,49.15627028084777,49.15627028084777,0.2245,SfccfF
45-695,36-682,27.0,20.0,11.624459030886616,14.308558553998079,34.30855855399808,34.30855855399808,0.2185,SfccfF
45-695,LA4647,27.0,20.1,11.856732098079561,14.767485943082011,34.867485943082016,34.867485943082016,0.2155,SfccfF
36-681,84-278,22.0,30.0,10.855434806491196,14.35954089841664,44.35954089841664,44.35954089841664,0.2125,SfccfF
36-681,LA4765,22.0,50.2,11.381815634210481,14.926334439662428,65.12633443966243,65.12633443966243,0.201,SfccfF
36-681,LA4042,22.0,60.0,11.655728166608768,15.168240729597809,75.16824072959781,75.16824072959781,0.195,SfccfF
36-681,84-279,22.0,45.0,11.194919840237173,14.779329510893161,59.77932951089316,59.77932951089316,0.192,SfccfF
45-695,84-277,27.0,25.0,12.504804936253173,23.946492559773237,48.94649255977323,48.94649255977323,0.1905,SfccfF
45-695,48-668,27.0,18.0,10.883129857949077,15.808890893835596,33.808890893835596,33.808890893835596,0.19,SfccfF
45-695,84-278,27.0,30.0,12.88677094586191,35.329000433894535,65.32900043389454,65.32900043389454,0.1885,SfccfF
36-681,84-280,22.0,60.0,11.66764880751985,15.188013916741129,75.18801391674113,75.18801391674113,0.1835,SfccfF
45-695,36-681,27.0,22.0,12.222553161465164,14.753020187120736,36.75302018712074,36.75302018712074,0.183,SfccfF
45-695,48-025,27.0,30.0,13.093422059054319,32.26389018907038,62.26389018907038,62.26389018907038,0.1825,SfccfF
45-695,36-683,27.0,25.0,12.89851338212711,15.451522944796459,40.45152294479646,40.45152294479646,0.174,SfccfF
45-695,48-024,27.0,25.0,12.965458451709473,16.04099238063525,41.040992380635245,41.040992380635245,0.1735,SfccfF
45-695,45-694,27.0,18.0,10.129398243544994,19.885150244750054,37.88515024475005,37.88515024475005,0.173,SfccfF
36-681,84-281,22.0,75.0,12.4839718585819,16.194830334061237,91.19483033406124,91.19483033406124,0.1715,SfccfF
45-695,LA4002,27.0,25.0,12.478522181565163,24.890764500675264,49.89076450067526,49.89076450067526,0.17,SfccfF
45-695,LA4936,27.0,30.1,13.723965267700793,16.735006560991295,46.835006560991296,46.835006560991296,0.1595,SfccfF
45-695,48-667,27.0,36.0,14.393643103521281,16.899686651951527,52.89968665195153,52.89968665195153,0.155,SfccfF
45-695,48-026,27.0,40.0,15.04591803203596,17.64923906847447,57.64923906847447,57.64923906847447,0.1545,SfccfF
45-695,45-695,27.0,27.0,13.13068061941854,15.684848436484653,42.68484843648466,42.68484843648466,0.1505,SfccfF
45-695,48-669,27.0,36.0,14.337583149998643,16.926839659174647,52.92683965917465,52.92683965917465,0.15,SfccfF
45-695,LA4001,27.0,15.0,10.607178957019464,13.114708038970427,28.114708038970427,28.114708038970427,0.146,SfccfF
