lens1,lens2,coupling,z_l1,z_l2,z_fiber,total_length,spot_radius,output_angle,f1_eff,f2_eff,size_match,angle_match,method
72-512,84-280,0.20254617914282072,57.0,72.0,172.5,172.5,0.5469612923907086,4.160155939715568,5.119114862415079,50.03117480554016,0.9959787859333916,0.5722248445346864,paraxial
48-279,LA4043,0.20250816757739035,47.0,137.51,342.835,342.835,1.0679404102410488,14.57408397861237,145.91061994360186,104.20888100172485,0.7498000092560396,0.7599584450284725,paraxial
LA4158,LA4280,0.20247472796106136,67.0,383.32500000000005,405.92500000000007,405.92500000000007,0.8181100514292563,5.255288801291085,209.14522365093123,8.365808946037248,0.8858360872426355,0.6431469264274531,paraxial
36-679,45-691,0.20232731412927504,67.0,103.125,120.125,120.125,0.4319793442212383,4.206853243174384,17.513639163117112,10.002597652870623,0.9893652985141543,0.575427463551014,paraxial
19-512,48-280,0.20215604769070206,37.0,60.5,388.38,388.38,0.6730514134740009,4.490544071378145,5.995075694576074,166.7342096027598,0.9567932325835259,0.594513042011994,paraxial
21-195,48-280,0.20215604769070206,37.0,60.5,388.38,388.38,0.6730514134740009,4.490544071378145,5.995075694576074,166.7342096027598,0.9567932325835259,0.594513042011994,paraxial
49-962,70-888,0.2021333619452444,47.0,151.0,167.4,167.4,0.45170601117404896,4.1525860112774655,41.68355240068995,10.002597652870623,0.9948543867103713,0.5717039898479379,paraxial
70-883,LA4280,0.20210631403144919,47.0,57.55,68.9,68.9,0.6205834000421966,4.305202881143868,5.0012988264353115,8.365808946037248,0.9769310400227497,0.5821149001995924,paraxial
36-682,LA4966,0.20207052563914932,67.0,102.5,141.925,141.925,0.7870138165130944,5.045914069220354,16.677058268513385,25.097426838111748,0.9022229792918179,0.6302049788674278,paraxial
84-285,LA4130,0.20204829272527364,27.0,272.0,355.09999999999997,355.09999999999997,1.3465923751878361,10.958401875777072,100.06234961108032,33.46323578414899,0.612156424440218,0.9287215358633231,paraxial
70-884,LA4249,0.20203225074316344,27.0,31.45,46.15,46.15,0.5328260312783453,4.122484767391454,5.0012988264353115,8.365808946037248,0.9979803966781929,0.5696281386966937,paraxial
36-681,48-281,0.2019634472028737,37.0,51.0,459.96000000000004,459.96000000000004,0.9123020443206253,15.396752904978424,18.350220057720836,208.43594854463677,0.8345866185010361,0.6809168803228502,paraxial
48-027,LA4043,0.20189460611802285,67.0,113.65,318.975,318.975,1.0695896601843358,14.58765997553169,41.68355240068995,104.20888100172485,0.7489215751666273,0.7585445935017888,paraxial
70-885,84-278,0.20185916425810022,27.0,39.55,103.15,103.15,1.3573822793089239,11.112946047546831,7.511041510246487,25.00649413217656,0.6073159764394567,0.9352473961491656,paraxial
48-664,48-667,0.20183711071350355,37.0,57.75,104.75,104.75,0.9376447553529239,6.084977701801948,12.512340336681799,30.02597949979891,0.8206393983056774,0.6920562583060048,paraxial
70-885,LA4130,0.20178269348390346,37.0,46.175,114.23750000000001,114.23750000000001,0.45710513865566327,4.1287963630552795,7.511041510246487,33.46323578414899,0.9959855126570096,0.57006402720121,paraxial
36-687,70-888,0.2016904959708994,27.0,103.5,119.9,119.9,0.9167135788687926,5.9090756105605085,30.02597949979891,10.002597652870623,0.832159352643311,0.6819800624755896,paraxial
36-686,LA4024,0.20168227721963247,27.0,46.0,49.0,49.0,1.1931976076955024,8.718693270981555,22.514937989552422,3.2735774136667493,0.6850509532346919,0.8283952583805565,paraxial
48-280,89-414,0.20166217593269442,57.0,459.88,502.005,502.005,0.8078557327059883,5.149658171898638,166.7342096027598,20.841776200344974,0.891283950299874,0.6366505312694254,paraxial
70-885,LA4036,0.20157818289523885,27.0,42.925,47.425,47.425,0.24026159304339156,6.993810368827187,7.511041510246487,5.092231532370499,0.7644823056297508,0.7419400775492963,paraxial
19-510,LA4130,0.2015572372442131,27.0,42.2,110.26250000000002,110.26250000000002,0.9199778600529456,5.926830615611048,4.627394380497294,33.46323578414899,0.8303629769401072,0.683003867063675,paraxial
21-193,LA4130,0.2015572372442131,27.0,42.2,110.26250000000002,110.26250000000002,0.9199778600529456,5.926830615611048,4.627394380497294,33.46323578414899,0.8303629769401072,0.683003867063675,paraxial
67-223,LA4039,0.2015203472231777,67.0,117.0,129.75,129.75,1.0093045856886285,6.69068902047664,62.54351514222195,7.456481886685373,0.7813836483301431,0.7256836312130073,paraxial
48-026,84-279,0.20145653099774402,67.0,150.13,243.13,243.13,1.1773187443408544,8.50031898225853,33.35411653702677,37.51883446885836,0.6930181005255746,0.8179551976565715,paraxial
84-280,LA4024,0.20142414107101636,27.0,82.5,85.5,85.5,0.5207231955620459,4.08790657032042,50.03117480554016,3.2735774136667493,0.9991757332293512,0.567234170998697,paraxial
48-666,48-667,0.2014173074753135,37.0,65.0,112.0,112.0,0.6929319173822446,4.539437278962949,10.002597652870623,30.02597949979891,0.9481490502046573,0.5977408195977201,paraxial
36-680,LA4249,0.20140511835929106,47.0,67.0,85.45,85.45,0.6250226174041131,4.288787630161982,30.02597949979891,8.365808946037248,0.9754029631393636,0.5810040712297758,paraxial
48-667,LA4249,0.20140511835929106,47.0,67.0,85.45,85.45,0.6250226174041131,4.288787630161982,30.02597949979891,8.365808946037248,0.9754029631393636,0.5810040712297758,paraxial
48-669,LA4249,0.20126391257405793,47.0,81.0,99.45,99.45,0.6714569648174269,4.4447512181869095,30.02597949979891,8.365808946037248,0.95746524945984,0.5914739658654027,paraxial
36-680,48-281,0.20116536161103876,67.0,100.5,509.46000000000004,509.46000000000004,1.4043807689841956,12.934599818244411,30.02597949979891,208.43594854463677,0.5866776690330453,0.9648201998509203,paraxial
49-963,LA4024,0.20104335403701806,27.0,83.0,86.0,86.0,0.6878660431990111,4.5012329012308445,50.03117480554016,3.2735774136667493,0.9503964751663574,0.595220180351568,paraxial
70-886,89-414,0.20100896021852557,27.0,38.6,61.975,61.975,1.245964464913194,9.355181023072847,6.6744606156427615,20.841776200344974,0.6591286017182814,0.8581001987481022,paraxial
45-692,LA4026,0.2009930704773047,27.0,65.0,69.0,69.0,0.9561522017638193,6.186710608200053,15.003896479305935,5.092231532370499,0.8104608151735552,0.6978174182421296,paraxial
48-666,89-412,0.20095355706648463,27.0,50.5,70.95,70.95,1.1671449273457277,8.333754862741674,10.002597652870623,12.512340336681799,0.6981619491577649,0.8099016160950316,paraxial
70-883,89-411,0.20093451507699656,27.0,35.3,46.05,46.05,1.0651926077249962,7.195891035562855,5.0012988264353115,8.329435863663173,0.7512648888856546,0.7525826362883142,paraxial
36-687,LA4249,0.20091481299330619,47.0,123.5,141.95,141.95,0.6929803459686781,4.5170216656062,30.02597949979891,8.365808946037248,0.9481274248733974,0.5962631795429612,paraxial
36-685,45-690,0.20077360009832204,27.0,71.5,88.625,88.625,0.23502604451478737,7.169283264359249,70.0363701112814,7.511041510246487,0.7520549508758839,0.751189960130311,paraxial
48-664,49-964,0.20075214257605878,37.0,69.0,202.0,202.0,0.18457119449610326,10.944724565565858,12.512340336681799,66.70823307405354,0.608609334432117,0.9281417807734448,paraxial
22-840,LA4337,0.20063662013259684,27.0,35.25,2045.95,2045.95,0.7738293919389523,16.121849810147488,5.119114862415079,836.7627600155953,0.9090343771727483,0.6210443839545373,paraxial
23-811,LA4337,0.20063662013259684,27.0,35.25,2045.95,2045.95,0.7738293919389523,16.121849810147488,5.119114862415079,836.7627600155953,0.9090343771727483,0.6210443839545373,paraxial
72-492,LA4337,0.20063662013259684,27.0,35.25,2045.95,2045.95,0.7738293919389523,16.121849810147488,5.119114862415079,836.7627600155953,0.9090343771727483,0.6210443839545373,paraxial
72-512,LA4337,0.20063662013259684,27.0,35.25,2045.95,2045.95,0.7738293919389523,16.121849810147488,5.119114862415079,836.7627600155953,0.9090343771727483,0.6210443839545373,paraxial
48-279,70-882,0.20055926349899245,47.0,268.76,271.56,271.56,0.8950022916024911,5.678889361229969,145.91061994360186,3.3463235784149,0.8440960354886006,0.6685649561002599,paraxial
48-281,70-883,0.20050356100234432,37.0,352.21000000000004,356.01000000000005,356.01000000000005,0.8957805121795106,5.681486712175538,208.43594854463677,5.0012988264353115,0.8436686876432523,0.6687178292415163,paraxial
48-280,LA4600,0.20033802514864676,27.0,204.88,370.06749999999994,370.06749999999994,1.3969707839168986,11.602616323284398,166.7342096027598,83.65808946037248,0.5898835170479911,0.9556302097624426,paraxial
45-690,89-413,0.20033276017730084,27.0,44.125,63.125,63.125,0.6959419937183444,4.503489458351489,7.511041510246487,16.677058268513385,0.9467999748260891,0.5953693594844038,paraxial
48-282,70-882,0.20029198511184976,37.0,539.44,542.24,542.24,0.5232831888040117,4.043789097052631,333.52297882908067,3.3463235784149,0.9989647427874357,0.5641650177239843,paraxial
49-964,84-279,0.2002899023071821,27.0,70.0,163.0,163.0,0.4193770316880838,16.793580995985195,66.70823307405354,37.51883446885836,0.9846594274968377,0.5723553601307024,paraxial
70-885,LA4327,0.20020864386434167,57.0,72.925,169.45,169.45,0.6726708584447589,4.402965331594806,7.511041510246487,62.743567095279374,0.9569539274094933,0.5886871252030909,paraxial
84-279,LA4917,0.20019516956342642,67.0,160.0,186.73749999999998,186.73749999999998,0.6395056158370247,4.283209210878943,37.51883446885836,12.548713419055874,0.9701743507111273,0.5806260927428074,paraxial
70-883,LA4924,0.20016757598821475,27.0,30.8,319.15,319.15,0.2676766664889696,5.955280589293056,5.0012988264353115,146.40165655565187,0.8226658203561572,0.6846411822155782,paraxial
45-690,LA4924,0.20011960823735778,27.0,47.5,335.85,335.85,1.4186965564960028,12.900281146513231,7.511041510246487,146.40165655565187,0.5805349314779168,0.9699604584964405,paraxial
LA4015,LA4917,0.20007944572684377,47.0,792.65,819.3875,819.3875,0.7431286595747881,4.711517263664431,703.2735477027401,12.548713419055874,0.9244914955729381,0.6089649519318067,paraxial
48-282,89-414,0.20007256533102896,37.0,689.44,731.565,731.565,0.5131258435436532,4.029288645460506,333.52297882908067,20.841776200344974,0.9996643139042798,0.563152601624829,paraxial
48-278,84-281,0.20006549949221375,37.0,171.43,324.43,324.43,0.7057896691682513,16.437755658769373,125.10521682563096,62.54351514222195,0.9423182580663415,0.5974029182525762,paraxial
36-682,LA4249,0.20002759587643068,27.0,40.0,58.45,58.45,1.190810894013488,8.546431448827644,16.677058268513385,8.365808946037248,0.6862436623836039,0.8201708155102051,paraxial
45-694,LA4280,0.2000002575236395,27.0,66.0,84.85,84.85,0.8437052262804174,5.290583292647184,15.003896479305935,8.365808946037248,0.8720866032011002,0.6453029980950696,paraxial
36-689,48-664,0.19998103892533134,47.0,125.5,151.875,151.875,0.5602144865172054,4.0752559421617995,29.189398605195183,12.512340336681799,0.9935556875512999,0.5663557961196791,paraxial
70-888,LA4039,0.19988041186241357,27.0,47.9,57.275,57.275,1.3355466939132943,10.55161646872844,10.002597652870623,7.456481886685373,0.6171511965211711,0.9113210530377167,paraxial
LA4004,LA4966,0.1998356920089024,47.0,236.47500000000002,298.475,298.475,0.2162895776272662,14.2151008287346,124.9415379549476,25.097426838111748,0.7039038003820226,0.7988265518781471,paraxial
48-669,70-882,0.19979367517464958,27.0,47.5,50.3,50.3,1.3026773705629306,10.044915787996144,30.02597949979891,3.3463235784149,0.6322508528666155,0.889170518833247,paraxial
36-683,72-492,0.199696619650216,27.0,80.0,95.0,95.0,0.3156846577288128,4.956163274966733,20.841776200344974,5.119114862415079,0.899660698890039,0.6245751593217985,paraxial
36-683,72-512,0.199696619650216,27.0,80.0,95.0,95.0,0.3156846577288128,4.956163274966733,20.841776200344974,5.119114862415079,0.899660698890039,0.6245751593217985,paraxial
70-886,84-281,0.1996423017328061,37.0,48.6,173.475,173.475,0.4876523612124357,4.011791581168225,6.6744606156427615,62.54351514222195,0.9996874158256334,0.5619285347256157,paraxial
LA4184,LA4280,0.1994466337075473,67.0,696.6500000000001,719.2500000000001,719.2500000000001,0.4415946416792602,4.0636478522505275,418.29044730186246,8.365808946037248,0.992314907783786,0.565548607884847,paraxial
LA4280,LA4600,0.19942934717487246,57.0,72.1,199.67499999999998,199.67499999999998,0.6942143751359051,4.455661270313791,8.365808946037248,83.65808946037248,0.9475754974240724,0.5921994346775967,paraxial
70-884,LA4966,0.19940980471268457,27.0,38.2,66.3375,66.3375,0.5056032835473214,4.000447999628297,5.0012988264353115,25.097426838111748,0.9999379048993532,0.561133529012802,paraxial
49-959,LA4924,0.19938424542012406,47.0,68.0,422.2,422.2,0.8434917060499756,15.841377942420852,25.00649413217656,146.40165655565187,0.8722020681588801,0.6432302641709718,paraxial
48-027,LA4249,0.19938156653560776,47.0,149.9,168.35,168.35,0.5263446186212999,4.0093757152612595,41.68355240068995,8.365808946037248,0.9986825565341841,0.5617593150143505,paraxial
19-510,LA4917,0.1993291725152055,27.0,42.2,63.275000000000006,63.275000000000006,0.4678728322296344,4.014383493185332,4.627394380497294,12.548713419055874,0.9977971817613004,0.5621100289685083,paraxial
21-193,LA4917,0.1993291725152055,27.0,42.2,63.275000000000006,63.275000000000006,0.4678728322296344,4.014383493185332,4.627394380497294,12.548713419055874,0.9977971817613004,0.5621100289685083,paraxial
84-285,LA4005,0.19930634290040045,27.0,92.0,378.475,378.475,1.3884492317151427,11.34036706325104,100.06234961108032,145.85606032004074,0.5935924965593075,0.9447686217335969,paraxial
48-668,48-669,0.19914517011670968,37.0,77.0,138.0,138.0,0.9919606502032883,6.378637026743037,15.003896479305935,30.02597949979891,0.790836437979223,0.7085587239789768,paraxial
45-695,LA4004,0.19910516745205953,47.0,92.875,282.35,282.35,0.8054594981929881,16.036334927444177,22.514937989552422,124.9415379549476,0.8925511832128955,0.6276855697856565,paraxial
22-841,48-280,0.19908325587910541,37.0,56.3125,384.1925,384.1925,0.18588763131925656,10.612650929891101,8.636085455572834,166.7342096027598,0.6129197744406092,0.9139529619412227,paraxial
23-812,48-280,0.19908325587910541,37.0,56.3125,384.1925,384.1925,0.18588763131925656,10.612650929891101,8.636085455572834,166.7342096027598,0.6129197744406092,0.9139529619412227,paraxial
48-279,LA4042,0.19908026248937677,27.0,248.76,348.76,348.76,0.6354593865239315,16.73306177536576,145.91061994360186,50.01298826435312,0.9716713455886723,0.5765029740094939,paraxial
70-885,LA4002,0.1990700690481614,47.0,59.55,113.25,113.25,0.7929064797877334,4.9307073482939305,7.511041510246487,20.91452236509312,0.8991500897214943,0.6229691178612218,paraxial
45-695,LA4327,0.19899943591777156,47.0,72.625,197.3875,197.3875,1.1329341873582572,14.363561161599531,22.514937989552422,62.743567095279374,0.7156760165392689,0.7823987083495378,paraxial
70-886,89-411,0.1989689823427831,47.0,61.599999999999994,72.35,72.35,0.536853355384201,4.002477746951597,6.6744606156427615,8.329435863663173,0.9974743895963977,0.5612758649266774,paraxial
36-683,45-691,0.19887705759319263,27.0,80.0,101.5,101.5,1.4179507138219511,11.792288836827588,20.841776200344974,10.002597652870623,0.5808533120268852,0.9634095762268492,paraxial
36-679,70-886,0.19885015763408467,57.0,101.0,109.6,109.6,0.9745836017393499,6.2095407476453985,17.513639163117112,6.6744606156427615,0.8003446333189255,0.6991037721445461,paraxial
49-962,LA4042,0.19880895982770808,47.0,76.0,198.5,198.5,1.1413388099213877,14.326871312456285,41.68355240068995,50.01298826435312,0.7113429557922644,0.7864111471899154,paraxial
22-841,LA4280,0.1987179850247828,27.0,49.5,68.35,68.35,0.6576075527644694,4.2819458756708615,8.636085455572834,8.365808946037248,0.9631577561714633,0.5805404584151345,paraxial
23-812,LA4280,0.1987179850247828,27.0,49.5,68.35,68.35,0.6576075527644694,4.2819458756708615,8.636085455572834,8.365808946037248,0.9631577561714633,0.5805404584151345,paraxial
72-493,LA4280,0.1987179850247828,27.0,49.5,68.35,68.35,0.6576075527644694,4.2819458756708615,8.636085455572834,8.365808946037248,0.9631577561714633,0.5805404584151345,paraxial
72-513,LA4280,0.1987179850247828,27.0,49.5,68.35,68.35,0.6576075527644694,4.2819458756708615,8.636085455572834,8.365808946037248,0.9631577561714633,0.5805404584151345,paraxial
89-412,LA4966,0.1985196815694627,27.0,41.825,81.25,81.25,0.19117514085328757,9.990747413058545,12.512340336681799,25.097426838111748,0.6299200305157482,0.8867698002770567,paraxial
84-279,LA4249,0.19826249864319923,57.0,150.0,168.45,168.45,0.7022268270326499,4.437552240050955,37.51883446885836,8.365808946037248,0.9439514849400736,0.5909947789023584,paraxial
48-028,70-882,0.19819817038782833,47.0,136.94,139.74,139.74,1.005150829515543,6.434631247300068,83.38529134256693,3.3463235784149,0.7836437017974559,0.7116619341335686,paraxial
45-694,70-885,0.19811130113557854,37.0,76.0,85.175,85.175,0.3956668985370495,4.170302923918082,15.003896479305935,7.511041510246487,0.972985318570744,0.5729222727441505,paraxial
70-886,84-278,0.1980827202423388,27.0,38.6,102.2,102.2,1.2934196677407757,9.740161078422734,6.6744606156427615,25.00649413217656,0.636567350811724,0.8755782691704622,paraxial
LA4039,LA4194,0.1980483022467971,27.0,33.0,60.125,60.125,0.4303406255450346,4.035335014884929,7.456481886685373,16.731617892074496,0.9888084386163035,0.5635749779458488,paraxial
19-520,48-280,0.19803436378787914,27.0,81.1,483.98,483.98,0.5499035196300284,3.9808281118619817,17.708445651275337,166.7342096027598,0.9954849138805393,0.5597558197256356,paraxial
21-201,48-280,0.19803436378787914,27.0,81.1,483.98,483.98,0.5499035196300284,3.9808281118619817,17.708445651275337,166.7342096027598,0.9954849138805393,0.5597558197256356,paraxial
LA4249,LA4280,0.19800558252420528,27.0,37.95,56.800000000000004,56.800000000000004,1.0041307095969323,6.413038265315582,8.365808946037248,8.365808946037248,0.7841991322432341,0.7104668526859674,paraxial
LA4002,LA4003,0.1976362971465028,67.0,120.7,193.8,193.8,1.004374806257725,6.391306029642126,20.91452236509312,29.098465899259995,0.7840662139850779,0.7092620309395099,paraxial
LA4043,LA4249,0.19759745275338203,27.0,138.575,153.27499999999998,153.27499999999998,0.9888971206163815,15.168463358929612,104.20888100172485,8.365808946037248,0.7925102311180388,0.7015670880434569,paraxial
70-882,70-885,0.19759687269116671,27.0,31.3,37.1,37.1,0.5837788841960663,4.022945837032355,3.3463235784149,7.511041510246487,0.9880725002622841,0.5627091764676083,paraxial
36-684,LA4024,0.1974058826746458,47.0,85.5,88.5,88.5,0.44423454336994084,3.9751651962173353,60.03377245841078,3.2735774136667493,0.9930322156366066,0.5593575385116013,paraxial
LA4038,LA4042,0.19736479643035282,57.0,792.85,915.35,915.35,0.6359063819145394,4.151536949415373,375.18834468858364,50.01298826435312,0.9715073159337733,0.5716317709060558,paraxial
45-695,LA4026,0.1973297211499133,57.0,113.0,117.0,117.0,0.7113334567242475,4.435276052902251,22.514937989552422,5.092231532370499,0.939751467475331,0.5908431877553758,paraxial
49-964,70-888,0.19732752547393556,27.0,160.0,180.9,180.9,1.1487471996891152,14.342055223371759,66.70823307405354,10.002597652870623,0.7075396994156897,0.7847468841864953,paraxial
LA4005,LA4024,0.19730253973094278,37.0,192.225,196.725,196.725,0.7281711182142517,16.45961441052323,145.85606032004074,3.2735774136667493,0.9317777847911695,0.5958172418476161,paraxial
48-275,LA4039,0.19710587991333642,47.0,117.055,129.805,129.805,0.6486080886917751,4.181855053379353,62.54351514222195,7.456481886685373,0.9667093750337085,0.5737152481319152,paraxial
48-668,LA4966,0.1970336328760943,47.0,87.0,126.425,126.425,0.7401371200661684,4.554652750295671,15.003896479305935,25.097426838111748,0.9259628591005398,0.5987417476115924,paraxial
LA4745,LA4936,0.19694452141361246,57.0,1566.1000000000001,1629.7000000000003,1629.7000000000003,0.6535708278766141,16.763659081869047,627.617536364664,25.097426838111748,0.9647658151083599,0.5744004091442364,paraxial
49-961,70-883,0.19687797695489564,27.0,51.5,55.3,55.3,1.3831744585811991,13.177045136928106,33.35411653702677,5.0012988264353115,0.5959002496975291,0.9296432357895645,paraxial
36-688,45-692,0.19680368869473716,67.0,158.25,189.5,189.5,0.4490168608559202,3.941408160355154,45.029875979104844,15.003896479305935,0.9942334412786128,0.55697744741936,paraxial
19-512,48-669,0.19679027052381937,27.0,47.5,108.5,108.5,0.7103875281830785,4.4069305113305735,5.995075694576074,30.02597949979891,0.9401915846608375,0.5889521426153586,paraxial
21-195,48-669,0.19679027052381937,27.0,47.5,108.5,108.5,0.7103875281830785,4.4069305113305735,5.995075694576074,30.02597949979891,0.9401915846608375,0.5889521426153586,paraxial
22-840,36-681,0.1967448001719884,37.0,52.0,90.75,90.75,0.6450113694736528,4.154635336221158,5.119114862415079,18.350220057720836,0.9680942619427694,0.5718450420417468,paraxial
23-811,36-681,0.1967448001719884,37.0,52.0,90.75,90.75,0.6450113694736528,4.154635336221158,5.119114862415079,18.350220057720836,0.9680942619427694,0.5718450420417468,paraxial
LA4647,LA4716,0.1966683463769347,57.0,71.35,1014.3000000000001,1014.3000000000001,1.1267544653183936,7.528782101477042,16.731617892074496,627.617536364664,0.7188742713394621,0.7697935515765697,paraxial
36-680,LA4039,0.19653877226576957,37.0,111.0,123.75,123.75,0.9709939657113607,6.036300856816644,30.02597949979891,7.456481886685373,0.8023126472754525,0.6892826445155925,paraxial
48-667,LA4039,0.19653877226576957,37.0,111.0,123.75,123.75,0.9709939657113607,6.036300856816644,30.02597949979891,7.456481886685373,0.8023126472754525,0.6892826445155925,paraxial
48-669,LA4039,0.19646806337557562,37.0,111.5,124.25,124.25,0.9885414381941704,6.179065647243982,30.02597949979891,7.456481886685373,0.7927046354898448,0.6973861360687608,paraxial
89-413,LA4043,0.19642504720618326,57.0,83.5,241.95,241.95,1.101317002139707,7.240376850948346,16.677058268513385,104.20888100172485,0.7321450303170622,0.7549053276858143,paraxial
LA4038,LA4924,0.19630456913254937,57.0,961.6,1315.8,1315.8,1.1335175616562814,14.45877108824324,375.18834468858364,146.40165655565187,0.7153746302390926,0.7721285601270482,paraxial
LA4033,LA4249,0.19625850441923468,67.0,279.025,297.47499999999997,297.47499999999997,0.401440570041542,4.065859145271724,104.20888100172485,8.365808946037248,0.976187311988669,0.5657024627031433,paraxial
84-286,LA4042,0.19624107423896212,27.0,107.0,229.5,229.5,0.3861571716261585,4.141249773970223,125.06884374325686,50.01298826435312,0.9671749466067511,0.5709231027975364,paraxial
48-664,48-666,0.19621993476513738,67.0,99.0,127.0,127.0,0.905113417192922,5.5080786776553206,12.512340336681799,10.002597652870623,0.8385402191492302,0.6584335809671163,paraxial
49-961,LA4249,0.19617274630619697,37.0,121.5,139.95,139.95,0.47175907262325634,3.8842487303708833,33.35411653702677,8.365808946037248,0.9983113160925492,0.5529239743586127,paraxial
48-277,84-281,0.1960476838412542,37.0,149.79500000000002,302.795,302.795,0.6155573767104301,16.922138362768678,104.20888100172485,62.54351514222195,0.9786165618933161,0.563692033885847,paraxial
36-684,LA4039,0.1960134225175592,47.0,85.5,98.25,98.25,0.4315501690824064,3.9495410681517336,60.03377245841078,7.456481886685373,0.9892210127740833,0.557551799486924,paraxial
84-281,LA4039,0.19592814675332934,47.0,87.5,100.25,100.25,0.5911451171108153,3.9713049603339954,62.54351514222195,7.456481886685373,0.9860775007941296,0.5590858798010978,paraxial
36-687,89-412,0.1958117463252076,27.0,103.5,129.575,129.575,0.8527662137255319,15.93911673482418,30.02597949979891,12.512340336681799,0.8671767101546671,0.6353658642704684,paraxial
LA4039,LA4647,0.1955514203187991,67.0,86.5,131.0,131.0,0.4372313892583133,3.9165057378293424,7.456481886685373,16.731617892074496,0.9910428424000944,0.555215124793926,paraxial
36-687,LA4039,0.19549391378666714,37.0,113.5,126.25,126.25,1.0587313281254076,6.749337931877265,30.02597949979891,7.456481886685373,0.7547158881915851,0.7288572724193733,paraxial
48-280,LA4024,0.19531441449000952,47.0,299.88,304.38,304.38,0.6093069784767602,16.971429859753723,166.7342096027598,3.2735774136667493,0.9806443385528709,0.5604224360993758,paraxial
48-025,72-492,0.1952705023942804,37.0,100.55,115.55,115.55,0.5494125802043488,3.8698322433647907,25.00649413217656,5.119114862415079,0.9955691084476401,0.5518969248632682,paraxial
48-025,72-512,0.1952705023942804,37.0,100.55,115.55,115.55,0.5494125802043488,3.8698322433647907,25.00649413217656,5.119114862415079,0.9955691084476401,0.5518969248632682,paraxial
LA4001,LA4042,0.1952289287127105,67.0,103.0,203.0,203.0,0.5400274940356553,3.8567878499789763,12.548713419055874,50.01298826435312,0.9970389719317003,0.550965975263262,paraxial
45-694,89-411,0.19519994096851748,57.0,96.0,110.5,110.5,0.5491292697613801,3.866661103763951,15.003896479305935,8.329435863663173,0.9956173710070978,0.5516707521547316,paraxial
19-518,48-279,0.19512612900827564,47.0,69.0,422.01,422.01,0.3842987152276507,4.104641183941926,13.483318641313135,145.91061994360186,0.9659589437805662,0.5683940250191954,paraxial
21-199,48-279,0.19512612900827564,47.0,69.0,422.01,422.01,0.3842987152276507,4.104641183941926,13.483318641313135,145.91061994360186,0.9659589437805662,0.5683940250191954,paraxial
36-681,89-412,0.1950154409782264,47.0,85.75,106.2,106.2,0.5089676250771937,3.8268100958327036,18.350220057720836,12.512340336681799,0.9998420138620905,0.5488205444638857,paraxial
45-693,48-025,0.19499571306962274,57.0,87.0,150.55,150.55,0.4894411340341307,3.826569906498225,11.257468994776211,25.00649413217656,0.9997722448847824,0.5488033208616534,paraxial
22-841,LA4917,0.1949289742602448,27.0,36.75,63.487500000000004,63.487500000000004,1.0253587581802952,15.07959669558358,8.636085455572834,12.548713419055874,0.7726738467104804,0.7098603647320291,paraxial
23-812,LA4917,0.1949289742602448,27.0,36.75,63.487500000000004,63.487500000000004,1.0253587581802952,15.07959669558358,8.636085455572834,12.548713419055874,0.7726738467104804,0.7098603647320291,paraxial
72-493,LA4917,0.1949289742602448,27.0,36.75,63.487500000000004,63.487500000000004,1.0253587581802952,15.07959669558358,8.636085455572834,12.548713419055874,0.7726738467104804,0.7098603647320291,paraxial
72-513,LA4917,0.1949289742602448,27.0,36.75,63.487500000000004,63.487500000000004,1.0253587581802952,15.07959669558358,8.636085455572834,12.548713419055874,0.7726738467104804,0.7098603647320291,paraxial
89-412,LA4380,0.1948686538935994,57.0,88.7,293.1,293.1,0.9337394316557059,5.642467376653354,12.512340336681799,83.65808946037248,0.8227886553175883,0.6664175615960358,paraxial
36-683,89-412,0.1948295370613034,57.0,110.0,130.45,130.45,0.9636223672286048,5.872403618123209,20.841776200344974,12.512340336681799,0.8063576082262213,0.6798605692715808,paraxial
22-842,49-963,0.1947192857402711,27.0,41.2625,164.7625,164.7625,0.33561462610705806,16.495712916733567,8.838727454039317,50.03117480554016,0.9236161315017662,0.5932123736856821,paraxial
23-813,49-963,0.1947192857402711,27.0,41.2625,164.7625,164.7625,0.33561462610705806,16.495712916733567,8.838727454039317,50.03117480554016,0.9236161315017662,0.5932123736856821,paraxial
70-886,LA4600,0.19471798771647403,37.0,42.6,170.175,170.175,1.0509492543767012,6.6225164717989164,6.6744606156427615,83.65808946037248,0.7588839841655282,0.7219771095442414,paraxial
LA4042,LA4765,0.19469445720846845,67.0,189.5,292.6,292.6,1.343126102533402,13.44738995945658,50.01298826435312,41.82904473018624,0.6137195361102511,0.8926400791630255,paraxial
LA4014,LA4327,0.19461576252334248,47.0,705.15,829.9124999999999,829.9124999999999,1.2409020717866022,13.964690065021363,625.2532860103493,62.743567095279374,0.661577881472879,0.8277320626546707,paraxial
49-960,LA4249,0.19446750691526468,47.0,122.0,140.45,140.45,0.7104040524948267,4.303582631853781,29.189398605195183,8.365808946037248,0.9401839038050235,0.582005351354113,paraxial
36-683,48-027,0.19439020407780233,37.0,52.5,155.4,155.4,1.170055051256658,7.831309305607196,20.841776200344974,41.68355240068995,0.6966875109436729,0.7851074408498435,paraxial
LA4027,LA4765,0.1943370496706991,47.0,443.15,546.25,546.25,1.114998622174224,7.227915694690169,375.18834468858364,41.82904473018624,0.7249864742546089,0.7542554275190354,paraxial
