displacement_mm,coupling,coupling_drop
-1.0,0.3868,0.07020000000000004
-0.95,0.393,0.064
-0.9,0.4,0.056999999999999995
-0.85,0.4074,0.04960000000000003
-0.8,0.4152,0.041800000000000004
-0.75,0.4238,0.03320000000000001
-0.7,0.4322,0.024800000000000044
-0.6499999999999999,0.441,0.016000000000000014
-0.6,0.4478,0.009200000000000041
-0.55,0.454,0.0030000000000000027
-0.5,0.4594,-0.0023999999999999577
-0.44999999999999996,0.4594,-0.0023999999999999577
-0.3999999999999999,0.4592,-0.0021999999999999797
-0.35,0.4592,-0.0021999999999999797
-0.29999999999999993,0.4586,-0.0015999999999999903
-0.25,0.4584,-0.0013999999999999568
-0.19999999999999996,0.458,-0.0010000000000000009
-0.1499999999999999,0.4578,-0.0007999999999999674
-0.09999999999999998,0.4576,-0.0005999999999999894
-0.04999999999999993,0.4576,-0.0005999999999999894
0.0,0.457,0.0
0.050000000000000044,0.4566,0.00040000000000001146
0.10000000000000009,0.456,0.0010000000000000009
0.15000000000000013,0.4558,0.0012000000000000344
0.20000000000000018,0.4488,0.00820000000000004
0.25,0.4122,0.044800000000000006
0.30000000000000004,0.396,0.061
0.3500000000000001,0.384,0.07300000000000001
0.40000000000000013,0.371,0.08600000000000002
0.4500000000000002,0.3612,0.0958
0.5,0.3518,0.10520000000000002
0.55,0.3412,0.11580000000000001
0.6000000000000001,0.3328,0.12420000000000003
0.6500000000000001,0.325,0.132
0.7000000000000002,0.3172,0.13980000000000004
0.75,0.31,0.14700000000000002
0.8,0.3042,0.1528
0.8500000000000001,0.298,0.15900000000000003
0.9000000000000001,0.2918,0.1652
0.9500000000000002,0.2846,0.1724
1.0,0.2768,0.18020000000000003
