displacement_mm,coupling,coupling_drop
-1.0,0.0905,0.34450000000000003
-0.9,0.109,0.326
-0.8,0.137,0.298
-0.7,0.162,0.273
-0.6,0.1825,0.2525
-0.5,0.204,0.231
-0.3999999999999999,0.228,0.207
-0.29999999999999993,0.2545,0.1805
-0.19999999999999996,0.281,0.15399999999999997
-0.09999999999999998,0.338,0.09699999999999998
0.0,0.435,0.0
0.10000000000000009,0.424,0.01100000000000001
0.20000000000000018,0.4125,0.02250000000000002
0.30000000000000004,0.403,0.03199999999999997
0.40000000000000013,0.3965,0.03849999999999998
0.5,0.3905,0.044499999999999984
0.6000000000000001,0.3695,0.0655
0.7000000000000002,0.35,0.08500000000000002
0.8,0.3215,0.11349999999999999
0.9000000000000001,0.2985,0.1365
1.0,0.2765,0.15849999999999997
