displacement_mm,coupling,coupling_drop
-1.0,0.4556,0.004599999999999993
-0.95,0.4576,0.002599999999999991
-0.9,0.4584,0.0018000000000000238
-0.85,0.4602,0.0
-0.8,0.464,-0.0038000000000000256
-0.75,0.4658,-0.005599999999999994
-0.7,0.4656,-0.005400000000000016
-0.6499999999999999,0.4652,-0.0050000000000000044
-0.6,0.4646,-0.004400000000000015
-0.55,0.464,-0.0038000000000000256
-0.5,0.4638,-0.003599999999999992
-0.44999999999999996,0.4634,-0.0031999999999999806
-0.3999999999999999,0.4628,-0.002599999999999991
-0.35,0.4624,-0.0021999999999999797
-0.29999999999999993,0.4616,-0.0014000000000000123
-0.25,0.4614,-0.0011999999999999789
-0.19999999999999996,0.461,-0.0008000000000000229
-0.1499999999999999,0.4606,-0.00040000000000001146
-0.09999999999999998,0.4606,-0.00040000000000001146
-0.04999999999999993,0.4602,0.0
0.0,0.4602,0.0
0.050000000000000044,0.4214,0.0388
0.10000000000000009,0.405,0.05519999999999997
0.15000000000000013,0.3902,0.07
0.20000000000000018,0.3788,0.08139999999999997
0.25,0.369,0.0912
0.30000000000000004,0.3584,0.1018
0.3500000000000001,0.3486,0.11159999999999998
0.40000000000000013,0.3414,0.11880000000000002
0.4500000000000002,0.3336,0.1266
0.5,0.325,0.1352
0.55,0.3202,0.14
0.6000000000000001,0.3132,0.14700000000000002
0.6500000000000001,0.3062,0.15399999999999997
0.7000000000000002,0.3012,0.15899999999999997
0.75,0.2964,0.1638
0.8,0.2916,0.16859999999999997
0.8500000000000001,0.2848,0.1754
0.9000000000000001,0.2782,0.182
0.9500000000000002,0.2716,0.1886
1.0,0.2676,0.1926
