displacement_mm,coupling,coupling_drop
-1.0,0.383,0.05199999999999999
-0.9,0.393,0.04199999999999998
-0.8,0.407,0.028000000000000025
-0.7,0.4145,0.020500000000000018
-0.6,0.4295,0.005500000000000005
-0.5,0.4385,-0.003500000000000003
-0.3999999999999999,0.438,-0.0030000000000000027
-0.29999999999999993,0.4365,-0.0015000000000000013
-0.19999999999999996,0.436,-0.0010000000000000009
-0.09999999999999998,0.435,0.0
0.0,0.435,0.0
0.10000000000000009,0.3905,0.044499999999999984
0.20000000000000018,0.359,0.07600000000000001
0.30000000000000004,0.338,0.09699999999999998
0.40000000000000013,0.3175,0.1175
0.5,0.2965,0.1385
0.6000000000000001,0.278,0.15699999999999997
0.7000000000000002,0.262,0.173
0.8,0.252,0.183
0.9000000000000001,0.244,0.191
1.0,0.232,0.20299999999999999
