lens_pair,orientation,baseline_coupling,z_l1_opt_mm,z_l2_opt_mm,z_fiber_mm,L1_max_drop,L1_worst_displacement_mm,L1_tolerance_1pct_mm,L1_sensitivity_per_mm,L2_max_drop,L2_worst_displacement_mm,L2_tolerance_1pct_mm,L2_sensitivity_per_mm,n_rays,n_samples,z_range_mm,medium
36-686+49-959,SfccfF,0.3726,11.723272322866954,17.76462090369505,47.76462090369505,0.3346,-1.0,1.0,0.3346,0.22599999999999998,1.0,1.0,0.22599999999999998,5000,41,1.0,argon
