lens_pair,orientation,baseline_coupling,z_l1_opt_mm,z_l2_opt_mm,z_fiber_mm,L1_max_drop,L1_worst_displacement_mm,L1_tolerance_1pct_mm,L1_sensitivity_per_mm,L2_max_drop,L2_worst_displacement_mm,L2_tolerance_1pct_mm,L2_sensitivity_per_mm,n_rays,n_samples,z_range_mm,medium
LA4021+LA4306,SfccfF,0.441,11.421105325688425,24.92106256319965,65.02106256319965,0.3305,-1.0,1.0,0.3305,0.185,1.0,0.10000000000000009,0.185,2000,21,1.0,argon
