displacement_mm,coupling,coupling_drop
-1.0,0.389,-0.005500000000000005
-0.9,0.389,-0.005500000000000005
-0.8,0.3885,-0.0050000000000000044
-0.7,0.3885,-0.0050000000000000044
-0.6,0.387,-0.003500000000000003
-0.5,0.386,-0.0025000000000000022
-0.3999999999999999,0.3855,-0.0020000000000000018
-0.29999999999999993,0.385,-0.0015000000000000013
-0.19999999999999996,0.384,-0.0005000000000000004
-0.09999999999999998,0.3835,0.0
0.0,0.3835,0.0
0.10000000000000009,0.3325,0.05099999999999999
0.20000000000000018,0.3075,0.07600000000000001
0.30000000000000004,0.2855,0.09800000000000003
0.40000000000000013,0.271,0.11249999999999999
0.5,0.2585,0.125
0.6000000000000001,0.247,0.1365
0.7000000000000002,0.2305,0.153
0.8,0.22,0.1635
0.9000000000000001,0.2105,0.17300000000000001
1.0,0.1985,0.185
