displacement_mm,coupling,coupling_drop
-1.0,0.3214,0.031200000000000006
-0.95,0.326,0.026600000000000013
-0.9,0.3302,0.02240000000000003
-0.85,0.333,0.019600000000000006
-0.8,0.3358,0.016800000000000037
-0.75,0.3402,0.012400000000000022
-0.7,0.344,0.008600000000000052
-0.6499999999999999,0.3478,0.0048000000000000265
-0.6,0.3528,-0.00019999999999997797
-0.55,0.3558,-0.0031999999999999806
-0.5,0.3556,-0.0030000000000000027
-0.44999999999999996,0.355,-0.0023999999999999577
-0.3999999999999999,0.355,-0.0023999999999999577
-0.35,0.3548,-0.0021999999999999797
-0.29999999999999993,0.3546,-0.0020000000000000018
-0.25,0.3538,-0.0011999999999999789
-0.19999999999999996,0.3536,-0.0010000000000000009
-0.1499999999999999,0.3534,-0.0007999999999999674
-0.09999999999999998,0.353,-0.00039999999999995595
-0.04999999999999993,0.3526,0.0
0.0,0.3526,0.0
0.050000000000000044,0.3238,0.028800000000000048
0.10000000000000009,0.3054,0.04720000000000002
0.15000000000000013,0.2944,0.05820000000000003
0.20000000000000018,0.2848,0.06780000000000003
0.25,0.278,0.0746
0.30000000000000004,0.2688,0.08380000000000004
0.3500000000000001,0.259,0.09360000000000002
0.40000000000000013,0.251,0.10160000000000002
0.4500000000000002,0.2448,0.10780000000000003
0.5,0.2372,0.11540000000000003
0.55,0.2292,0.12340000000000004
0.6000000000000001,0.2236,0.12900000000000003
0.6500000000000001,0.2184,0.1342
0.7000000000000002,0.2134,0.13920000000000002
0.75,0.2084,0.14420000000000002
0.8,0.2004,0.15220000000000003
0.8500000000000001,0.195,0.15760000000000002
0.9000000000000001,0.1906,0.16200000000000003
0.9500000000000002,0.1864,0.16620000000000001
1.0,0.1812,0.17140000000000002
