lens_pair,orientation,baseline_coupling,z_l1_opt_mm,z_l2_opt_mm,z_fiber_mm,L1_max_drop,L1_worst_displacement_mm,L1_tolerance_1pct_mm,L1_sensitivity_per_mm,L2_max_drop,L2_worst_displacement_mm,L2_tolerance_1pct_mm,L2_sensitivity_per_mm,n_rays,n_samples,z_range_mm,medium
36-686+LA4306,SfccfF,0.4902,12.730096456694335,18.95417113610359,59.05417113610359,0.3116,-1.0,1.0,0.3116,0.14540000000000003,1.0,1.0,0.14540000000000003,5000,41,1.0,argon
