displacement_mm,coupling,coupling_drop
-1.0,0.0835,0.3485
-0.9,0.102,0.33
-0.8,0.119,0.313
-0.7,0.1455,0.2865
-0.6,0.171,0.261
-0.5,0.1925,0.2395
-0.3999999999999999,0.223,0.209
-0.29999999999999993,0.2495,0.1825
-0.19999999999999996,0.28,0.15199999999999997
-0.09999999999999998,0.3245,0.10749999999999998
0.0,0.432,0.0
0.10000000000000009,0.4255,0.006500000000000006
0.20000000000000018,0.4165,0.015500000000000014
0.30000000000000004,0.405,0.02699999999999997
0.40000000000000013,0.396,0.035999999999999976
0.5,0.3865,0.045499999999999985
0.6000000000000001,0.373,0.059
0.7000000000000002,0.356,0.07600000000000001
0.8,0.3345,0.09749999999999998
0.9000000000000001,0.311,0.121
1.0,0.2815,0.15050000000000002
