displacement_mm,coupling,coupling_drop
-1.0,0.0936,0.3464
-0.95,0.1034,0.3366
-0.9,0.113,0.327
-0.85,0.1222,0.31779999999999997
-0.8,0.1324,0.3076
-0.75,0.1404,0.2996
-0.7,0.1548,0.2852
-0.6499999999999999,0.167,0.273
-0.6,0.1794,0.2606
-0.55,0.193,0.247
-0.5,0.2034,0.2366
-0.44999999999999996,0.2164,0.2236
-0.3999999999999999,0.2276,0.2124
-0.35,0.2458,0.1942
-0.29999999999999993,0.261,0.179
-0.25,0.28,0.15999999999999998
-0.19999999999999996,0.2996,0.14040000000000002
-0.1499999999999999,0.3178,0.12219999999999998
-0.09999999999999998,0.343,0.09699999999999998
-0.04999999999999993,0.3742,0.06580000000000003
0.0,0.44,0.0
0.050000000000000044,0.4364,0.003599999999999992
0.10000000000000009,0.432,0.008000000000000007
0.15000000000000013,0.429,0.01100000000000001
0.20000000000000018,0.4252,0.01479999999999998
0.25,0.4218,0.018199999999999994
0.30000000000000004,0.417,0.02300000000000002
0.3500000000000001,0.4134,0.026600000000000013
0.40000000000000013,0.4112,0.028799999999999992
0.4500000000000002,0.4084,0.03160000000000002
0.5,0.4062,0.0338
0.55,0.3994,0.040600000000000025
0.6000000000000001,0.3892,0.05080000000000001
0.6500000000000001,0.379,0.061
0.7000000000000002,0.3652,0.07479999999999998
0.75,0.3534,0.08660000000000001
0.8,0.3398,0.10020000000000001
0.8500000000000001,0.3264,0.11359999999999998
0.9000000000000001,0.3136,0.1264
0.9500000000000002,0.2992,0.14079999999999998
1.0,0.2852,0.1548
