displacement_mm,coupling,coupling_drop
-1.0,0.386,0.044999999999999984
-0.9,0.3945,0.03649999999999998
-0.8,0.407,0.02400000000000002
-0.7,0.4165,0.014500000000000013
-0.6,0.4245,0.006500000000000006
-0.5,0.433,-0.0020000000000000018
-0.3999999999999999,0.432,-0.0010000000000000009
-0.29999999999999993,0.432,-0.0010000000000000009
-0.19999999999999996,0.4315,-0.0005000000000000004
-0.09999999999999998,0.431,0.0
0.0,0.431,0.0
0.10000000000000009,0.3725,0.058499999999999996
0.20000000000000018,0.34,0.09099999999999997
0.30000000000000004,0.32,0.11099999999999999
0.40000000000000013,0.305,0.126
0.5,0.286,0.14500000000000002
0.6000000000000001,0.271,0.15999999999999998
0.7000000000000002,0.258,0.173
0.8,0.2405,0.1905
0.9000000000000001,0.23,0.20099999999999998
1.0,0.218,0.213
