displacement_mm,coupling,coupling_drop
-1.0,0.038,0.3346
-0.95,0.0444,0.3282
-0.9,0.0534,0.3192
-0.85,0.0626,0.31
-0.8,0.0736,0.299
-0.75,0.0862,0.2864
-0.7,0.0954,0.2772
-0.6499999999999999,0.1038,0.2688
-0.6,0.1172,0.25539999999999996
-0.55,0.1276,0.245
-0.5,0.137,0.23559999999999998
-0.44999999999999996,0.1484,0.22419999999999998
-0.3999999999999999,0.1608,0.2118
-0.35,0.1786,0.19399999999999998
-0.29999999999999993,0.1912,0.18139999999999998
-0.25,0.2048,0.16779999999999998
-0.19999999999999996,0.2214,0.15119999999999997
-0.1499999999999999,0.2414,0.13119999999999998
-0.09999999999999998,0.2622,0.1104
-0.04999999999999993,0.298,0.0746
0.0,0.3726,0.0
0.050000000000000044,0.3692,0.003400000000000014
0.10000000000000009,0.3656,0.007000000000000006
0.15000000000000013,0.3634,0.009199999999999986
0.20000000000000018,0.3594,0.01319999999999999
0.25,0.3552,0.01739999999999997
0.30000000000000004,0.3524,0.020199999999999996
0.3500000000000001,0.348,0.02460000000000001
0.40000000000000013,0.3454,0.027200000000000002
0.4500000000000002,0.3428,0.029799999999999993
0.5,0.34,0.03259999999999996
0.55,0.337,0.035599999999999965
0.6000000000000001,0.3288,0.043800000000000006
0.6500000000000001,0.3212,0.0514
0.7000000000000002,0.3118,0.060799999999999965
0.75,0.303,0.0696
0.8,0.2944,0.07819999999999999
0.8500000000000001,0.2858,0.08679999999999999
0.9000000000000001,0.2782,0.09439999999999998
0.9500000000000002,0.2694,0.10320000000000001
1.0,0.2602,0.1124
