displacement_mm,coupling,coupling_drop
-1.0,0.4092,0.052800000000000014
-0.95,0.4148,0.04720000000000002
-0.9,0.4222,0.0398
-0.85,0.4278,0.03420000000000001
-0.8,0.4316,0.030400000000000038
-0.75,0.4356,0.026400000000000035
-0.7,0.4408,0.021199999999999997
-0.6499999999999999,0.4476,0.014400000000000024
-0.6,0.4546,0.007400000000000018
-0.55,0.4618,0.00020000000000003348
-0.5,0.4634,-0.0013999999999999568
-0.44999999999999996,0.4634,-0.0013999999999999568
-0.3999999999999999,0.4634,-0.0013999999999999568
-0.35,0.4634,-0.0013999999999999568
-0.29999999999999993,0.4632,-0.0011999999999999789
-0.25,0.4632,-0.0011999999999999789
-0.19999999999999996,0.4632,-0.0011999999999999789
-0.1499999999999999,0.4628,-0.0007999999999999674
-0.09999999999999998,0.4624,-0.00039999999999995595
-0.04999999999999993,0.4622,-0.00019999999999997797
0.0,0.462,0.0
0.050000000000000044,0.4404,0.021600000000000008
0.10000000000000009,0.4122,0.04980000000000001
0.15000000000000013,0.3988,0.06320000000000003
0.20000000000000018,0.3846,0.07740000000000002
0.25,0.3726,0.08940000000000003
0.30000000000000004,0.3626,0.09940000000000004
0.3500000000000001,0.3524,0.10960000000000003
0.40000000000000013,0.344,0.11800000000000005
0.4500000000000002,0.3358,0.12620000000000003
0.5,0.328,0.134
0.55,0.32,0.14200000000000002
0.6000000000000001,0.3128,0.1492
0.6500000000000001,0.304,0.15800000000000003
0.7000000000000002,0.2968,0.1652
0.75,0.2922,0.1698
0.8,0.2846,0.1774
0.8500000000000001,0.2788,0.18320000000000003
0.9000000000000001,0.2714,0.19060000000000005
0.9500000000000002,0.2632,0.19880000000000003
1.0,0.2564,0.2056
