displacement_mm,coupling,coupling_drop
-1.0,0.341,0.045999999999999985
-0.9,0.3505,0.03650000000000003
-0.8,0.3575,0.029500000000000026
-0.7,0.3665,0.020500000000000018
-0.6,0.3795,0.007500000000000007
-0.5,0.3885,-0.0015000000000000013
-0.3999999999999999,0.388,-0.0010000000000000009
-0.29999999999999993,0.3875,-0.0005000000000000004
-0.19999999999999996,0.3875,-0.0005000000000000004
-0.09999999999999998,0.387,0.0
0.0,0.387,0.0
0.10000000000000009,0.323,0.064
0.20000000000000018,0.2905,0.09650000000000003
0.30000000000000004,0.2665,0.1205
0.40000000000000013,0.249,0.138
0.5,0.2355,0.15150000000000002
0.6000000000000001,0.222,0.165
0.7000000000000002,0.2095,0.17750000000000002
0.8,0.198,0.189
0.9000000000000001,0.1835,0.20350000000000001
1.0,0.171,0.216
