lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,medium
48-025,48-025,differential_evolution,150.0,0.232,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,160.0,0.234,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,170.0,0.244,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,180.0,0.216,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,190.0,0.231,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,200.0,0.221,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,210.0,0.23,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,220.0,0.239,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,230.0,0.239,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,240.0,0.205,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,250.0,0.211,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,260.0,0.212,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,270.0,0.225,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,280.0,0.212,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,290.0,0.218,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,differential_evolution,300.0,0.228,50.21496106625537,15.38703068262643,20.21496106625537,50.21496106625537,argon
48-025,48-025,dual_annealing,150.0,0.226,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,160.0,0.217,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,170.0,0.22,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,180.0,0.218,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,190.0,0.232,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,200.0,0.226,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,210.0,0.221,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,220.0,0.229,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,230.0,0.217,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,240.0,0.221,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,250.0,0.208,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,260.0,0.254,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,270.0,0.218,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,280.0,0.221,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,290.0,0.221,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,dual_annealing,300.0,0.234,49.88874067932784,15.369084682320828,19.888740679327842,49.88874067932784,argon
48-025,48-025,nelder_mead,150.0,0.23,49.4451032060897,15.385284004162592,19.445103206089698,49.4451032060897,argon
48-025,48-025,nelder_mead,160.0,0.229,49.4451032060897,15.385284004162592,19.445103206089698,49.4451032060897,argon
48-025,48-025,nelder_mead,170.0,0.22,49.4451032060897,15.385284004162592,19.445103206089698,49.4451032060897,argon
48-025,48-025,nelder_mead,180.0,0.209,49.4451032060897,15.385284004162592,19.445103206089698,49.4451032060897,argon
48-025,48-025,nelder_mead,190.0,0.234,49.4451032060897,15.385284004162592,19.445103206089698,49.4451032060897,argon
48-025,48-025,nelder_mead,200.0,0.244,49.4451032060897,15.385284004162592,19.445103206089698,49.4451032060897,argon
48-025,48-025,nelder_mead,210.0,0.216,49.4451032060897,15.385284004162592,19.445103206089698,49.4451032060897,argon
48-025,48-025,nelder_mead,220.0,0.231,49.4451032060897,15.385284004162592,19.445103206089698,49.4451032060897,argon
