lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,medium
36-682,LA4936,differential_evolution,150.0,0.23,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,160.0,0.211,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,170.0,0.222,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,180.0,0.244,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,190.0,0.229,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,200.0,0.21,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,210.0,0.211,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,220.0,0.23,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,230.0,0.213,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,240.0,0.206,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,250.0,0.211,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,260.0,0.209,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,270.0,0.225,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,280.0,0.235,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,290.0,0.232,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,differential_evolution,300.0,0.236,43.91032194626478,9.987808687240118,13.810321946264779,43.91032194626478,argon
36-682,LA4936,dual_annealing,150.0,0.208,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,160.0,0.231,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,170.0,0.23,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,180.0,0.226,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,190.0,0.223,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,200.0,0.244,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,210.0,0.245,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,220.0,0.235,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,230.0,0.247,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,240.0,0.239,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,250.0,0.221,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,260.0,0.234,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,270.0,0.241,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,280.0,0.224,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,290.0,0.244,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,dual_annealing,300.0,0.249,48.72902251378338,9.882376599841216,18.62902251378338,48.72902251378338,argon
36-682,LA4936,nelder_mead,150.0,0.233,43.59047643138683,9.982699406082979,13.490476431386835,43.59047643138683,argon
36-682,LA4936,nelder_mead,160.0,0.232,43.59047643138683,9.982699406082979,13.490476431386835,43.59047643138683,argon
