lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,medium
LA4002,48-025,differential_evolution,150.0,0.251,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,160.0,0.229,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,170.0,0.21,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,180.0,0.242,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,190.0,0.239,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,200.0,0.243,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,210.0,0.216,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,220.0,0.254,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,230.0,0.226,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,240.0,0.242,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,250.0,0.216,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,260.0,0.197,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,270.0,0.243,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,280.0,0.218,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,290.0,0.21,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,differential_evolution,300.0,0.217,47.13461085377859,12.847006589086272,17.13461085377859,47.13461085377859,argon
LA4002,48-025,dual_annealing,150.0,0.213,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,160.0,0.215,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,170.0,0.228,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,180.0,0.229,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,190.0,0.213,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,200.0,0.255,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,210.0,0.223,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,220.0,0.226,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,230.0,0.247,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,240.0,0.246,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,250.0,0.255,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,260.0,0.231,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,270.0,0.235,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,280.0,0.218,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,290.0,0.248,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,dual_annealing,300.0,0.239,51.772980738319575,12.668315397674348,21.77298073831957,51.772980738319575,argon
LA4002,48-025,nelder_mead,150.0,0.221,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,160.0,0.226,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,170.0,0.231,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,180.0,0.21,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,190.0,0.225,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,200.0,0.206,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,210.0,0.232,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,220.0,0.223,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,230.0,0.23,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,240.0,0.239,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,250.0,0.222,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,260.0,0.205,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,270.0,0.221,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,280.0,0.22,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,290.0,0.225,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,nelder_mead,300.0,0.238,47.0690168119967,12.864822450559586,17.069016811996697,47.0690168119967,argon
LA4002,48-025,powell,150.0,0.214,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,160.0,0.184,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,170.0,0.216,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,180.0,0.238,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,190.0,0.231,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,200.0,0.208,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,210.0,0.233,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,220.0,0.241,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,230.0,0.24,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,240.0,0.22,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,250.0,0.225,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,260.0,0.202,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,270.0,0.22,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,280.0,0.247,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,290.0,0.211,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,powell,300.0,0.209,47.62732724828862,12.8844465542921,17.62732724828862,47.62732724828862,argon
LA4002,48-025,grid_search,150.0,0.198,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,160.0,0.186,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,170.0,0.222,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,180.0,0.206,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,190.0,0.206,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,200.0,0.199,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,210.0,0.203,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,220.0,0.22,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,230.0,0.198,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,240.0,0.178,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,250.0,0.2,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
LA4002,48-025,grid_search,260.0,0.214,49.68333333333333,13.175,19.68333333333333,49.68333333333333,argon
