lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,medium
36-682,48-024,differential_evolution,150.0,0.216,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,160.0,0.27,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,170.0,0.268,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,180.0,0.249,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,190.0,0.246,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,200.0,0.242,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,210.0,0.233,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,220.0,0.218,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,230.0,0.233,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,240.0,0.257,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,250.0,0.246,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,260.0,0.241,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,270.0,0.231,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,280.0,0.236,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,290.0,0.262,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,differential_evolution,300.0,0.271,38.577839624371066,9.75928184896859,13.577839624371066,38.577839624371066,argon
36-682,48-024,dual_annealing,150.0,0.242,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,160.0,0.235,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,170.0,0.233,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,180.0,0.244,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,190.0,0.237,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,200.0,0.228,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,210.0,0.219,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,220.0,0.226,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,230.0,0.257,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,240.0,0.239,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,250.0,0.224,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,260.0,0.262,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,270.0,0.234,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,280.0,0.239,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,290.0,0.244,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,dual_annealing,300.0,0.269,38.290115599835545,9.790080233604645,13.290115599835543,38.290115599835545,argon
36-682,48-024,nelder_mead,150.0,0.239,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,160.0,0.255,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,170.0,0.235,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,180.0,0.225,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,190.0,0.224,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,200.0,0.275,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,210.0,0.238,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,220.0,0.265,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,230.0,0.272,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,240.0,0.243,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,250.0,0.244,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,260.0,0.246,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,270.0,0.268,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,280.0,0.252,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,290.0,0.245,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,nelder_mead,300.0,0.254,38.206479205071886,9.704802875436386,13.206479205071886,38.206479205071886,argon
36-682,48-024,powell,150.0,0.234,38.2029110479031,9.700520000305362,13.2029110479031,38.2029110479031,argon
36-682,48-024,powell,160.0,0.228,38.2029110479031,9.700520000305362,13.2029110479031,38.2029110479031,argon
36-682,48-024,powell,170.0,0.233,38.2029110479031,9.700520000305362,13.2029110479031,38.2029110479031,argon
36-682,48-024,powell,180.0,0.252,38.2029110479031,9.700520000305362,13.2029110479031,38.2029110479031,argon
