lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,medium
LA4647,LA4002,differential_evolution,150.0,0.244,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,160.0,0.26,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,170.0,0.25,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,180.0,0.25,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,190.0,0.242,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,200.0,0.253,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,210.0,0.261,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,220.0,0.223,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,230.0,0.26,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,240.0,0.236,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,250.0,0.217,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,260.0,0.249,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,270.0,0.248,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,280.0,0.241,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,290.0,0.254,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,differential_evolution,300.0,0.223,39.61559045037845,9.731135544316073,14.615590450378448,39.61559045037845,argon
LA4647,LA4002,dual_annealing,150.0,0.243,39.55200751010377,9.751871609716265,14.552007510103769,39.55200751010377,argon
LA4647,LA4002,dual_annealing,160.0,0.243,39.55200751010377,9.751871609716265,14.552007510103769,39.55200751010377,argon
LA4647,LA4002,dual_annealing,170.0,0.246,39.55200751010377,9.751871609716265,14.552007510103769,39.55200751010377,argon
LA4647,LA4002,dual_annealing,180.0,0.25,39.55200751010377,9.751871609716265,14.552007510103769,39.55200751010377,argon
LA4647,LA4002,dual_annealing,190.0,0.248,39.55200751010377,9.751871609716265,14.552007510103769,39.55200751010377,argon
LA4647,LA4002,dual_annealing,200.0,0.261,39.55200751010377,9.751871609716265,14.552007510103769,39.55200751010377,argon
LA4647,LA4002,dual_annealing,210.0,0.232,39.55200751010377,9.751871609716265,14.552007510103769,39.55200751010377,argon
