lens1,lens2,method,wavelength_nm,coupling,total_len_mm,z_l1,z_l2,z_fiber,medium
48-024,LA4002,differential_evolution,150.0,0.247,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,160.0,0.241,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,170.0,0.228,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,180.0,0.274,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,190.0,0.235,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,200.0,0.256,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,210.0,0.233,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,220.0,0.238,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,230.0,0.251,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,240.0,0.222,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,250.0,0.239,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,260.0,0.251,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,270.0,0.266,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,280.0,0.242,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,290.0,0.239,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,differential_evolution,300.0,0.214,41.75998524616035,12.136411414436713,16.759985246160348,41.75998524616035,argon
48-024,LA4002,dual_annealing,150.0,0.268,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,160.0,0.249,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,170.0,0.243,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,180.0,0.222,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,190.0,0.252,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,200.0,0.254,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,210.0,0.253,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,220.0,0.249,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,230.0,0.228,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,240.0,0.253,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,250.0,0.252,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,260.0,0.268,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,270.0,0.263,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,280.0,0.252,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,290.0,0.239,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,dual_annealing,300.0,0.234,41.661456357229426,12.241379751153541,16.661456357229422,41.661456357229426,argon
48-024,LA4002,nelder_mead,150.0,0.251,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,160.0,0.233,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,170.0,0.253,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,180.0,0.262,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,190.0,0.266,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,200.0,0.261,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,210.0,0.243,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,220.0,0.267,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,230.0,0.24,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,240.0,0.223,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,250.0,0.256,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,260.0,0.249,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,270.0,0.248,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
48-024,LA4002,nelder_mead,280.0,0.241,41.533103442998325,12.110572202450351,16.533103442998325,41.533103442998325,argon
