lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,orientation,time_seconds
LA4002,84-278,differential_evolution,0.3858974161867419,45.83665894151392,11.580447390994749,15.836658941513917,45.83665894151392,25.0,30.0,SfccfF,0.7147951126098633
LA4002,84-278,powell,0.38380348004965936,45.78293782918729,11.582652818308803,15.78293782918729,45.78293782918729,25.0,30.0,SfccfF,0.20083355903625488
LA4002,84-278,dual_annealing,0.36812645749081696,45.79374963502739,11.593748153370306,15.79374963502739,45.79374963502739,25.0,30.0,SfccfF,3.9776670932769775
LA4002,84-278,nelder_mead,0.35816322332742295,45.784675280578085,11.579196961478374,15.784675280578082,45.784675280578085,25.0,30.0,SfccfF,0.2449502944946289
LA4002,84-278,grid_search,0.23417924635175505,64.7,12.016666666666666,34.7,64.7,25.0,30.0,SfccfF,0.33019542694091797
LA4002,84-278,bayesian,0.22682519550863017,66.35772819478959,12.218858880012418,36.357728194789594,66.35772819478959,25.0,30.0,SfccfF,17.550385236740112
