lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
45-692,48-273,18.0,38.0,9.786497784851228,11.759375842479907,49.759375842479905,49.759375842479905,0.14
48-664,LA4042,15.0,60.0,9.746711117996368,9.981820925426424,69.98182092542642,69.98182092542642,0.139
45-693,LA4966,13.5,30.1,9.932742444270215,11.085266123383773,41.18526612338378,41.18526612338378,0.135
45-692,36-683,18.0,25.0,10.042318575061064,11.92594597418061,36.92594597418061,36.92594597418061,0.1335
48-664,84-280,15.0,60.0,9.719970676923719,9.921475334456415,69.92147533445642,69.92147533445642,0.1325
45-692,84-278,18.0,30.0,9.714490723065834,11.55978874355211,41.55978874355211,41.55978874355211,0.132
45-692,84-279,18.0,45.0,9.792921504243974,11.604515440106178,56.60451544010618,56.60451544010618,0.131
48-664,36-688,15.0,54.0,9.729490212258632,9.830650859065024,63.830650859065024,63.830650859065024,0.1305
48-664,49-963,15.0,60.0,9.842202615594184,9.981820925426424,69.98182092542642,69.98182092542642,0.1305
45-692,48-025,18.0,30.0,9.744785346035265,11.615516830030742,41.61551683003074,41.61551683003074,0.1285
45-692,45-692,18.0,18.0,9.735046028635715,11.632640388439844,29.632640388439846,29.632640388439846,0.1275
45-692,LA4194,18.0,20.1,9.742089459408884,11.617568117962344,31.717568117962344,31.717568117962344,0.1275
45-692,49-959,18.0,30.0,9.770647330735125,11.795856708787372,41.79585670878737,41.79585670878737,0.126
48-664,48-670,15.0,60.0,9.7708980345895,9.871306804673798,69.8713068046738,69.8713068046738,0.1255
45-692,45-694,18.0,18.0,9.704938570927283,11.629176318511636,29.629176318511636,29.629176318511636,0.124
45-692,LA4022,18.0,60.0,10.125416411785048,11.909686611881206,71.9096866118812,71.9096866118812,0.124
45-692,LA4021,18.0,30.0,9.785198411068574,11.795856708787372,41.79585670878737,41.79585670878737,0.1235
45-692,48-024,18.0,25.0,9.769669691197825,11.689878008945348,36.68987800894535,36.68987800894535,0.122
45-692,LA4464,18.0,60.2,10.44062073889675,12.435328363475941,72.63532836347595,72.63532836347595,0.122
