lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
89-413,45-693,20.0,13.5,9.716334521140109,11.208105149335253,24.708105149335253,24.708105149335253,0.1085
89-412,84-285,15.0,120.0,9.707575907441607,9.821047683560066,129.82104768356007,129.82104768356007,0.0985
89-412,84-279,15.0,45.0,9.70772408933505,9.821552117991434,54.82155211799143,54.82155211799143,0.0975
89-413,45-694,20.0,18.0,9.803427894311907,11.213916447586746,29.213916447586747,29.213916447586747,0.0965
89-413,84-277,20.0,25.0,9.892609076926506,11.80622621646997,36.806226216469966,36.806226216469966,0.0955
89-412,LA4022,15.0,60.0,9.768510668923222,9.926094471420358,69.92609447142036,69.92609447142036,0.0955
89-413,48-666,20.0,12.0,9.716334521140109,11.217231047720325,23.217231047720325,23.217231047720325,0.095
89-413,LA4647,20.0,20.1,9.701626030797089,11.162434154827485,31.26243415482749,31.26243415482749,0.0945
89-412,LA4042,15.0,60.0,9.836881036868752,10.047677129896263,70.04767712989626,70.04767712989626,0.0945
89-413,89-414,20.0,25.0,9.700489548820988,11.12105094517731,36.12105094517731,36.12105094517731,0.094
89-412,36-688,15.0,54.0,9.789283569321494,10.023018232235573,64.02301823223557,64.02301823223557,0.093
89-413,48-024,20.0,25.0,9.70033243967399,11.15375036653955,36.15375036653955,36.15375036653955,0.0925
89-413,84-278,20.0,30.0,9.98799414455221,11.39713058305138,41.39713058305138,41.39713058305138,0.0915
89-413,LA4966,20.0,30.1,9.936689122668257,11.363920614254637,41.46392061425464,41.46392061425464,0.0915
89-413,48-668,20.0,18.0,9.769030940695437,11.213916447586746,29.213916447586747,29.213916447586747,0.0905
89-413,45-692,20.0,18.0,9.703085624792589,11.108218732908668,29.108218732908668,29.108218732908668,0.0895
89-413,LA4194,20.0,20.1,9.969794231620057,11.40293300054507,31.50293300054507,31.50293300054507,0.0895
89-413,LA4002,20.0,25.0,9.908291411095107,11.479988330372917,36.47998833037292,36.47998833037292,0.0895
89-413,45-691,20.0,12.0,9.720322020960937,11.318398246851636,23.318398246851636,23.318398246851636,0.0885
89-412,48-670,15.0,60.0,9.701259529759705,10.051647096130809,70.05164709613081,70.05164709613081,0.087
89-413,48-670,20.0,60.0,11.47945985352235,12.835924509855305,72.8359245098553,72.8359245098553,0.0855
89-412,48-279,15.0,175.0,9.701989872874632,9.95861382412105,184.95861382412104,184.95861382412104,0.0855
89-412,LA4034,15.0,175.0,9.716334601475683,9.850998882620422,184.85099888262042,184.85099888262042,0.085
89-413,36-683,20.0,25.0,9.707033011233099,11.096102901717794,36.09610290171779,36.09610290171779,0.0845
89-413,LA4936,20.0,30.1,10.040597335955017,11.440934935013166,41.54093493501317,41.54093493501317,0.0845
89-413,LA4021,20.0,30.0,10.450969190105871,11.998082221895702,41.9980822218957,41.9980822218957,0.084
89-413,49-959,20.0,30.0,10.227614764873902,11.716056544725165,41.71605654472516,41.71605654472516,0.0825
89-412,48-668,15.0,18.0,9.701259530099131,11.391836822557627,29.39183682255763,29.39183682255763,0.0785
89-412,LA4005,15.0,175.0,9.716334601475683,9.850998882620422,184.85099888262042,184.85099888262042,0.0785
