lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
36-682,LA4002,20.0,25.0,9.700007856342072,12.583142968421386,37.583142968421384,37.583142968421384,0.23816792001055526
36-681,36-681,22.0,22.0,10.068138698955632,12.961560260828474,34.96156026082848,34.96156026082848,0.23608308963895017
LA4647,36-683,20.1,25.0,9.71331956952786,13.759337769472099,38.7593377694721,38.7593377694721,0.22901169788069686
36-682,45-695,20.0,27.0,9.707985038414236,12.479760711191677,39.47976071119167,39.47976071119167,0.22611651454092965
36-681,36-683,22.0,25.0,10.50763061330309,13.456473788178869,38.45647378817887,38.45647378817887,0.22489534147602824
LA4647,36-681,20.1,22.0,9.740357167545346,13.80934283443181,35.80934283443181,35.80934283443181,0.2237636598874312
LA4002,48-024,25.0,25.0,12.20039649683896,15.751022234840278,40.75102223484028,40.75102223484028,0.22370075945960133
LA4647,LA4002,20.1,25.0,9.70424520044941,13.771826143081496,38.7718261430815,38.7718261430815,0.22273756440397174
36-681,LA4936,22.0,30.1,11.18602126830026,13.980274715010731,44.08027471501073,44.08027471501073,0.22107450798943973
LA4647,84-277,20.1,25.0,9.716224931645737,13.843958427228886,38.843958427228884,38.843958427228884,0.21892282380221675
36-681,36-682,22.0,20.0,9.701085357342013,12.583197937411633,32.58319793741163,32.58319793741163,0.21839616578929943
84-277,48-024,25.0,25.0,12.102816535232378,16.192294300540595,41.192294300540595,41.192294300540595,0.2179790837893941
LA4647,48-024,20.1,25.0,9.717369549680292,13.825668841955853,38.82566884195585,38.82566884195585,0.216888377925315
84-277,48-025,25.0,30.0,12.658866818001316,20.5212879890937,50.5212879890937,50.5212879890937,0.21561273947640325
84-277,LA4002,25.0,25.0,12.12308339957369,16.240370143052946,41.24037014305294,41.24037014305294,0.21483245040657964
LA4647,45-695,20.1,27.0,9.701158527985987,13.702911607648215,40.70291160764822,40.70291160764822,0.21294849558084797
84-277,84-277,25.0,25.0,12.101409362309084,16.669722466809056,41.669722466809056,41.669722466809056,0.2126899765852739
36-681,45-695,22.0,27.0,10.726606222974848,13.539922886278516,40.53992288627852,40.53992288627852,0.2116471611786374
36-683,84-277,25.0,25.0,12.205572034620285,15.083180288203096,40.083180288203096,40.083180288203096,0.21019448528116177
LA4647,36-682,20.1,20.0,9.737724137469135,13.824068303605577,33.82406830360558,33.82406830360558,0.21014943256673263
36-682,36-683,20.0,25.0,9.70022241147938,12.473853219969588,37.473853219969584,37.473853219969584,0.20966440172000655
36-682,LA4647,20.0,20.1,9.702617747301568,12.595800548985764,32.695800548985765,32.695800548985765,0.2095001225795127
36-682,48-024,20.0,25.0,9.700732204794566,12.54027545394329,37.54027545394329,37.54027545394329,0.20938916284738124
36-682,84-281,20.0,75.0,12.510867561671096,12.624672836899654,87.62467283689965,87.62467283689965,0.20933322557393189
36-682,36-681,20.0,22.0,9.70037752282499,12.522110950527649,34.52211095052765,34.52211095052765,0.20854902761309874
45-694,36-684,18.0,72.0,11.189283529262978,11.30154991732862,83.30154991732861,83.30154991732861,0.20809941687866795
LA4647,48-025,20.1,30.0,9.984524978211384,15.470095779739056,45.470095779739054,45.470095779739054,0.20801508505342603
36-681,84-277,22.0,25.0,10.600833075202656,13.506102969641978,38.50610296964198,38.50610296964198,0.2078319905149331
36-686,LA4936,27.0,30.1,13.114708293334216,38.510966190140046,68.61096619014005,68.61096619014005,0.2074841628139489
48-024,LA4002,25.0,25.0,12.14295014254435,15.831193010029194,40.831193010029196,40.831193010029196,0.20730823867813486
48-668,84-281,18.0,75.0,10.817311405712738,10.96524044950645,85.96524044950645,85.96524044950645,0.20684038856360398
36-683,36-683,25.0,25.0,12.042031353559162,14.852359302680837,39.85235930268084,39.85235930268084,0.20681088683940999
48-668,LA4042,18.0,60.0,11.101626085634496,11.206501624529876,71.20650162452988,71.20650162452988,0.2065882387203465
36-682,48-025,20.0,30.0,9.970509514971951,13.689213724739748,43.689213724739744,43.689213724739744,0.20627347159965861
36-682,LA4936,20.0,30.1,10.005662983092245,12.824982183427046,42.92498218342705,42.92498218342705,0.20589606935711274
48-024,84-278,25.0,30.0,12.760973116989389,16.42373170872968,46.423731708729676,46.423731708729676,0.2056691271175932
36-682,84-277,20.0,25.0,9.744198563216322,12.684404444802238,37.68440444480224,37.68440444480224,0.20553899650888377
