lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling,orientation,fiber_position_method
36-689,49-961,35.0,40.0,15.370783693207905,24.371655548007617,64.37165554800762,38.371655548007624,0.378,SfccfF,focal_length
36-689,36-690,35.0,40.0,15.604251566511682,28.1023413335082,68.10234133350819,42.10234133350819,0.3565,SfccfF,focal_length
36-689,48-273,35.0,38.0,15.41610776176616,24.50046716616974,62.50046716616974,36.50046716616974,0.3355,SfccfF,focal_length
36-689,LA4306,35.0,40.1,15.80211657182797,24.8231945509525,64.9231945509525,38.9231945509525,0.3345,SfccfF,focal_length
48-273,49-961,38.0,40.0,17.854928667348364,25.61601648366906,65.61601648366906,39.61601648366906,0.322,SfccfF,focal_length
36-689,49-960,35.0,35.0,14.77349615946046,23.868045126907216,58.86804512690722,32.86804512690722,0.3195,SfccfF,focal_length
36-689,36-687,35.0,36.0,14.98007270387208,24.01774220776032,60.01774220776032,34.01774220776032,0.314,SfccfF,focal_length
48-273,36-690,38.0,40.0,18.20650437841095,25.984327471704045,65.98432747170405,39.98432747170405,0.3095,SfccfF,focal_length
36-690,49-961,40.0,40.0,18.71866110338795,28.19899121356487,68.19899121356487,42.19899121356487,0.303,SfccfF,focal_length
49-961,49-961,40.0,40.0,20.67883994077216,25.687009759038517,65.68700975903852,39.68700975903852,0.302,SfccfF,focal_length
48-273,72-508,38.0,23.5,10.172062572318527,18.10269599896932,52.04309389472834,26.043093894728337,0.2965,SfccfF,optimized
36-690,LA4306,40.0,40.1,19.23609717706493,27.293234819804496,67.39323481980449,41.39323481980449,0.2965,SfccfF,focal_length
49-961,36-690,40.0,40.0,21.092856637921816,26.136611081067823,66.13661108106783,40.13661108106783,0.2945,SfccfF,focal_length
36-689,36-689,35.0,35.0,15.185469545831404,25.70701928852858,60.707019288528585,34.707019288528585,0.294,SfccfF,focal_length
48-273,LA4306,38.0,40.1,18.19804273537009,26.106952021485764,66.20695202148576,40.20695202148576,0.2935,SfccfF,focal_length
48-273,36-687,38.0,36.0,17.255263110498092,25.00913738079375,61.00913738079375,35.00913738079375,0.293,SfccfF,focal_length
36-689,LA4052,35.0,35.1,15.30914093826452,24.377394688435544,59.477394688435545,33.477394688435545,0.281,SfccfF,focal_length
36-690,36-690,40.0,40.0,19.168783742280404,27.30154540137116,67.30154540137116,41.30154540137116,0.2785,SfccfF,focal_length
48-273,36-689,38.0,35.0,17.900011046859877,25.660561739003064,60.66056173900306,34.66056173900306,0.2585,SfccfF,focal_length
