z_l1,z_l2,z_fiber,coupling,lens1,lens2,f1_mm,f2_mm,total_len_mm
9.7,23.2,50.2,0.288,36-682,45-695,20.0,27.0,50.2
9.7,22.2,47.2,0.27,LA4647,84-277,20.1,25.0,47.2
9.7,22.2,47.2,0.268,LA4647,48-024,20.1,25.0,47.2
9.7,22.2,47.2,0.232,36-682,48-024,20.0,25.0,47.2
10.670833333333333,16.191666666666666,38.19166666666666,0.231,36-681,36-681,22.0,22.0,38.19166666666666
11.4375,35.166666666666664,60.166666666666664,0.208,LA4002,84-277,25.0,25.0,60.166666666666664
11.4375,35.166666666666664,60.166666666666664,0.206,84-277,LA4002,25.0,25.0,60.166666666666664
11.4375,49.45,79.55000000000001,0.204,LA4002,LA4936,25.0,30.1,79.55000000000001
11.4375,35.166666666666664,60.166666666666664,0.203,LA4002,48-024,25.0,25.0,60.166666666666664
11.4375,35.166666666666664,60.166666666666664,0.196,LA4002,LA4002,25.0,25.0,60.166666666666664
