lens1,lens2,method,coupling,total_len_mm,z_l1,z_l2,z_fiber,f1_mm,f2_mm,time_seconds
36-682,45-695,grid_search,0.288,50.2,9.7,23.2,50.2,20.0,27.0,3.1996395587921143
36-682,45-695,dual_annealing,0.249,39.52202191759098,9.760237116440692,12.522021917590981,39.52202191759098,20.0,27.0,37.810975074768066
36-682,45-695,powell,0.2355,39.4708802295133,9.701552938284433,12.470880229513302,39.4708802295133,20.0,27.0,3.8259828090667725
36-682,45-695,differential_evolution,0.229,39.68468602289212,9.700203256223261,12.684686022892123,39.68468602289212,20.0,27.0,11.809396028518677
36-682,45-695,bayesian,0.2145,45.079545521565294,9.819020075202047,18.079545521565294,45.079545521565294,20.0,27.0,28.8258535861969
36-682,45-695,nelder_mead,0.0145,36.80385605296319,9.70091573504926,9.80385605296319,36.80385605296319,20.0,27.0,1.3028903007507324
