lens1,lens2,f1_mm,f2_mm,z_l1,z_l2,z_fiber,total_len_mm,coupling
36-682,48-024,20.0,25.0,9.7,19.23450353762253,44.23450353762253,44.23450353762253,0.258
LA4647,48-024,20.1,25.0,9.7,19.2764593658716,44.2764593658716,44.2764593658716,0.2505
LA4002,LA4936,25.0,30.1,12.218858880012418,36.38864749525625,66.48864749525626,66.48864749525626,0.249
36-681,36-681,22.0,22.0,10.07201367673099,18.004211306028637,40.00421130602864,40.00421130602864,0.2265
LA4647,84-277,20.1,25.0,9.811787710889561,17.8878643274891,42.8878643274891,42.8878643274891,0.222
36-682,45-695,20.0,27.0,9.819020075202047,18.079545521565294,45.079545521565294,45.079545521565294,0.2145
84-277,LA4002,25.0,25.0,13.233520438977934,21.218354660139276,46.218354660139276,46.218354660139276,0.194
LA4002,LA4002,25.0,25.0,13.224906118499899,21.368004965201465,46.368004965201465,46.368004965201465,0.1865
LA4002,84-277,25.0,25.0,13.233520351291284,21.218354334221786,46.218354334221786,46.218354334221786,0.185
LA4002,48-024,25.0,25.0,13.233520416352729,21.21835426140442,46.21835426140442,46.21835426140442,0.1825
